HouseholdCommercialShipID,TotalsampleweightKG,Amountwillingtopayforrubbishbag,Amountwillingtopayforwastecollection,AreaorIslandName,Collectionservicerating,DailyDiet1,DailyDiet2,DailyDiet3,Diet1source,Diet2source,Diet3source,Electricityexpensesper,EstimatedMonthlyIncome,GarbageCollectionType,GroceryexpensesUS,Groceryexpensesper,HouseOwnership,HouseholdGPSlatitude,HouseholdGPSlongitude,Incomesource,InformationreceivedaboutWasteCollectionServices,MonthlyIncomeUS,NumberofBins,Numberofemployedpeopleinfamily,Numberofpeopleinhousehold,Radio,Reasonforrating,RecordID,Softdrinkcansperweek,Suggestionsforimprovement,Supportforlevy,Supportforrubbishbag,SurveyDate,Totalelectricityexpenses,Transportationexpensesper,Transportationexpensestotal,WasteDisposalMethodBulky,WasteDisposalMethodGeneral,WasteDisposalMethodNappies,WasteDisposalMethodGreen,WasteLevelwhencollectionarrives,Wasteburned,Waterbottlesperweek,Weather,WeeklyElectricityexpenses,WeeklyGroceryExpenses,WeeklyTransportationExpenses,GeneralWasteCollect,GreenWasteCollect,SanitaryWasteCollect,BulkyWasteCollect,GeneralWasteTransport,GreenWasteTransport,SanitaryWasteTransport,BulkyWasteTransport,GeneralWasteDump,GreenWasteDump,SanitaryWasteDump,BulkyWasteDump,GeneralWasteBury,GreenWasteBury,SanitaryWasteBury,BulkyWasteBury,GeneralWasteBurn,GreenWasteBurn,SanitaryWasteBurn,BulkyWasteBurn,GeneralWasteWater,GreenWasteWater,SanitaryWasteWater,BulkyWasteWater,Collect
AH03_Sol,0.25400000000000,can if this system is in place ,not sure,Ambu,,vegetable,potatoes,Rice,produce,produce,buy,,1400,None,12.48000000000000,,Family,-8.73195,160.70519,employment; marketing,NO,174.72000000000000,plastic,4,10,,,2,,each family to have a bit for tins to avoid breeding spot for vectare ,,yes,12/03/2018 00:00:00,60,,25,,inside bags/ plastic burn,inside big hole,animal feed/ replant cabbage,,,0.00000000000000,raining,,100,25.00000000000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AH06_Sol,2.08800000000000,$0.05 ,$20 ,Ambu,,rice/potato/kumera,Casawa,Banana,produce & buy,,,month,2000,None,6.24000000000000,fortnight,Own,-8.73195,160.70519,carporter; teacher; casual worked,,249.60000000000000,1,4,9,yes,No service ,3,1.00000000000000,,Yes,YES,12/05/2018 00:00:00,50,,,,burn,bury them (dogs take otherwise),Pig; burn,,,0.00000000000000,raining ,,50,20.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
AH09_Sol,1.41000000000000,$20 ,$50 per day,Ambu,,rice,potato; taro,root grobs,buy,produce,produce,day,1200,None,24.96000000000000,,Own,-8.73195,160.70519,teacher,,149.76000000000000,NO,1,8,,,4,1.00000000000000,,,yes; support this system,12/03/2018 00:00:00,60,day,100,,throw inside pit,inside the pit,burn,,,0.00000000000000,Runny,,200,700.00000000000000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
AH10_Sol,2.77400000000000,Yes,$50 fortnightly,Ambu,,potato/ cassara,Rice,Vegetables ,produceotato/ cassara,buy,produce,month,3000,None,6.24000000000000,,Own,-8.73195,160.70519,teacher,Yes; company in Auki,374.40000000000000,1,1,4,yes,,5,1.00000000000000,,,Yes,12/03/2018 00:00:00,50,,,abandon it ,throw - old pits from toilets,wash and resuse (throw away diapers),collect -  too much to compost,,,0.00000000000000,raining,,50,100.00000000000000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AH11_Sol,3.03000000000000,$2 ,$20 ,Ambu,,rice/cabbage,Casarra/ kumera,Fish,produce or buy,produce,buy,month,3000,None,24.96000000000000,,Own,-8.73195,160.70519,teacher,,374.40000000000000,1,1,6,no,no service,6,,,,yes,12/03/2018 00:00:00,50,day,10,,bag them then burn,,pig; burn,,,0.00000000000000,sunny,,200,70.00000000000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
AH13_Sol,1.98600000000000,50c to $1,50c to $1 is fine with me ,Ambu,,chicken,sweet potato,fish,buy,produce,buy,month,2000,None,87.36000000000000,,Own,-8.73195,160.70519,private job,no,249.60000000000000,no bins,1,7,yes,no service,7,7.00000000000000,need to have a rubbish collection,,Yes; I like this idea,12/03/2018 00:00:00,50,,,backyard disposal,backyard disposal,backyard disposal,backyard disposal,do not remember; about 1 full shopping bag,,0.00000000000000,raining,,700,25.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH15_Sol,2.03800000000000,$10 ,$10 ,Ambu,,potato,rice,Kasafa,produce,buy,produce,,,None,131.04000000000000,day,Own,-8.73195,160.70519,shop keeper (daughter),,,,1,6,yes,,8,,,Support,good idea,23/11/2018 00:00:00,solar,day,10,,burn/bury in pit,,,,,0.00000000000000,sunny,,1050,70.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AH16_Sol,2.43200000000000,$1 ,$80 ,Ambu,,rice/ taro,cabbage,tea/cake,buy,produce,buy,,2600,None,18.72000000000000,,Own,-8.73195,160.70519,teacher,,324.48000000000000,no. only boxes and bags,1,5,no,no service,9,4.50000000000000,,,yes,12/03/2018 00:00:00,,,,burn for fire,burn,,animals/ bush heap,,,0.00000000000000,sunny,solar,150,30.00000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AH18_Sol,5.98800000000000,yes,no ,Ambu,,cassara/potato/taro,rice,vegetables,produce,,produce,3 months,1000,None,49.92000000000000,month,Own,-8.73195,160.70519,market and carpenter,no ,124.80000000000000,,2,6,yes,,10,,,,,12/03/2018 00:00:00,50,,,burn,plastic and tin = burn,,food banana,,,0.00000000000000,raining,,400,20.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AH21_Sol,0.84600000000000,$2-$5 is ok with me ,yes,Ambu,,sweet potato,cabbage/ veges,fish,buy,buy,buy,month,8000,None,12.48000000000000,,Own,-8.73195,160.70519,canteen,,998.40000000000000,shopping bags; large shopping bag,1 (self employed),1,yes,,11,2.00000000000000,Government needs to put in place a collection service,,yes,12/03/2018 00:00:00,50,,,do not have any,dispose in the hold,do not have ,mulching and feeding pigs (cabbages etc),full 1 week,,0.00000000000000,,,100,30.00000000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AH22_Sol,2.05600000000000,$5 ,$50 ,Ambu,,potato,rice,kasafa,produce,buy,produce,week,,None,,,Own,-8.77482,160.70215,work,,,,1,5,no,,50,,,Support,support,28/11/2018 00:00:00,50,month,180,pit hole,pit hole,dig hole and bury,burn,,,0.00000000000000,sunny,,,45.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
AH24_Sol,1.09400000000000,$10 per week,,Ambu,,rice,potato/ cassara ,fish,buy,produce,buy,month,,None,24.96000000000000,,Own,-8.73195,160.70519,teacher,,,,5,10,no/ TV for big jams ,,23,14.00000000000000,,,yes,12/03/2018 00:00:00,$100 or $50,,,throw,plastic/ tins - dig hole,,food pigs/ leaves - burn,,,0.00000000000000,raining,,200,20.00000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AH25_Sol,0.49400000000000,$1 ,$20 ,Ambu,,potato/ rice,kasara ,,produce and buy,produce,,,1800,None,24.96000000000000,,Own,-8.73195,160.70519,road worker,,224.64000000000000,1,1,7,no,no service,24,,,,yes,12/03/2018 00:00:00,,,,put aside and/or burn,burn,wash - dry - burn,pig; burn,,,0.00000000000000,,solar,200,20.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
AH26_Sol,1.95400000000000,,no,Ambu,,vegetable,rice,potato/cassara,buy,buy,buy,,2000,None,18.72000000000000,,Own,-8.73195,160.70519,business - farmer,,249.60000000000000,,1,8,no / yes- TV,,25,,,,,12/03/2018 00:00:00,,,,,burn plastics + tins pack and throw,dig hole / put put nappies in a bag and bury them,food for pigs + green burn,,,0.00000000000000,raining,10,150,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
AH27_Sol,3.57400000000000,$10 ,$20 ,Ambu,,bread,rice,mellon,buy,buy,buy,two weeks,1500,None,87.36000000000000,day,Own,-8.73195,160.70519,work (Tocon Council),,187.20000000000000,,4,6,yes,,26,,,,if apply here its best system,12/03/2018 00:00:00,50,day,5,into pit,into pit,into another pit (separately),burn,,,0.00000000000000,sunny,,700,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
AH28_Sol,1.47800000000000,$5 ,$50 ,Kilusakwalo,,cake ,rice,taro/potato,buy,buy,buy,month,2600,None,43.68000000000000,day,Own,-8.77482,160.70215,work (taxi driver),,324.48000000000000,,2,6,TV only,,49,,,Support; rubbish is one of our concern have in this community. How to get rid of it is an issue now; you find ice block everywhere in schools; so itÂ’s a big issue,I think it will be better,28/11/2018 00:00:00,50,day,10,pit hole,pithole,,burn,,,0.00000000000000,raining,,350,70.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
AH29_Sol,0.84200000000000,$5 ,$40 ,Ambu,,rice/taro,kumera,fish,buy,produce,buy and produce,month,28768,None,12.48000000000000,,Own,-8.73195,160.70519,farmer,,3590.24640000000000,1,1,7,no ,no service,20,2.00000000000000,,,yes,12/03/2018 00:00:00,50,,,burn and hole,hole,hole,pig; garden,,,0.00000000000000,sunny,,100,40.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AH30_Sol,1.81000000000000,$2-3,$200 ,Ambu,,rice,potato/casara,banana,buy,produce,produce,month,1200,None,24.96000000000000,,Own,-8.73195,160.70519,teacher; librarian,,149.76000000000000,1,2,8,no,no service,21,2.00000000000000,,,yes,12/03/2018 00:00:00,55,,,burn,burn,,big; burn,,,0.00000000000000,sunny/raining ,,200,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
AH31_Sol,0.72600000000000,$2 ,$10 ,Ambu,,rice/cabbage,fish,cake,buy,buy,buy,month,1100,None,26.20800000000000,day,Own,-8.77482,160.70215,carpenter; bank,,137.28000000000000,no; only bag,2,6,yes,no collection,22,2.00000000000000,,,yes,12/03/2018 00:00:00,200,,,,dump then burn,,dumping places then burn - sometimes garden,,,0.00000000000000,sunny,,210,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AH32_Sol,0.38500000000000,$5 ,$5 will be good,Kilusakwalo,,rice,taro/sweet potato,cabbage,buy,produce,produce,week,,None,12.48000000000000,,Own,-8.77482,160.70215,work,,,,4,9,,,51,2.00000000000000,,Support; these should be more awareess in the community for not throwing rubbish everywhere,yes support idea its good,28/11/2018 00:00:00,50,,,burn,burn,put them in plastic,burn,,,0.00000000000000,sunny,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
AH33_Sol,0.16800000000000,$2 ,$60 ,Kilusakwalo,,rice/taro,local food,casara,buy,buy,produce,,250,None,62.40000000000000,,Own,-8.77482,160.70215,teacher,,31.20000000000000,2,1,4,yes,no collection,19,3.00000000000000,,,yes,12/03/2018 00:00:00,,day,10,,burn; then throw in piles,,pig; burn,,,0.00000000000000,sunny,100,500,20.00000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AH34_Sol,0.09400000000000,$5 ,$5 ,Kilusakwalo,,rice,taro/sweet potato,noodles,buy,buy,buy,week,,None,15.60000000000000,month,Own,-8.77482,160.70215,work,,,,4,11,yes,,52,2.00000000000000,,Support this system,yes its good I support,28/11/2018 00:00:00,60,,,,,,,,,0.00000000000000,sunny,,125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH35_Sol,0.61400000000000,,,Kilusakwalo,,rice,cabbage,potato/casara ,buy,buy,buy,month,3000,None,18.72000000000000,,Own,-8.77482,160.70215,teacher,,374.40000000000000,1,1,5,yes,,18,1.00000000000000,,,,12/03/2018 00:00:00,105,,,,dump in rubbish heap,,garden,,,0.00000000000000,sunny,,150,45.00000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH36_Sol,0.32400000000000,$5 ,$10 a week,Kilusakwalo,,rice,food grobs,taro/ noodles,buy,buy,buy,,,None,24.96000000000000,,Own,-8.77482,160.70215,work (part times),,,,2,3,yes,,53,2.00000000000000,,Supprise; awarrness should be over main thing,yes it is a good idea,28/11/2018 00:00:00,,,solar power,burn,burn,burn/river,burn,,,0.00000000000000,sunny,,200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
AH37_Sol,1.09400000000000,$10 ,$200 ,Kilusakwalo,,rice/potato,cabbage,,buy,buy,,,400,None,31.20000000000000,,Own,-8.77482,160.70215,clark; hospital,,49.92000000000000,1,2,5,yes,no collection,17,3.00000000000000,,,yes,12/03/2018 00:00:00,,,,dump in a heap and burn @ seaside,dump in a heap and burn @ seaside,,pig; burn,,,0.00000000000000,sunny,solar,250,80.00000000000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
AH38_Sol,0.18400000000000,$2 ,if they can tell me how much then I can pay,Kilusakwalo,,rice,taro/kumala,noodles,buy,buy,buy,5 weeks  (solar power),1000,None,24.96000000000000,,Own,-8.77482,160.70215,work,,124.80000000000000,,1,5,no,,55,1.50000000000000,,Support; we should do a lot of awareness then do a lot of clean up compaign,yes it is well good,28/11/2018 00:00:00,50,,,burn,burn,,burn/compost,,,0.00000000000000,,,200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
AH39_Sol,0.95000000000000,$5 ,$80 ,Kilusakwalo,,Rice ,casara/ potato,,buy,buy,,,2000,None,37.44000000000000,,Own,-8.77482,160.70215,cleaner,,249.60000000000000,no; only plastic bags ,1,5,no,no collection,16,,,,yes,12/03/2018 00:00:00,,,,dogs; in the sea,dogs; in the sea,,dogs; in the sea,,,0.00000000000000,sunny ,solar,300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AH40_Sol,,$1 ,$5 ,Kilusakwalo,,rice,potato/cabbage,taro/kasafa,buy,buy,produce,,,None,31.44960000000000,,Own,-8.77482,160.70215,,,,,,10,no,,54,,,I support; if there be a waste collection; compaign to clean the stree and also for introducing a waste collection; system,it is very important to introduce this system,28/11/2018 00:00:00,solar power,,walk,throw them into river/sea,burn,,burn,,,0.00000000000000,sunny,,252,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
AH41_Sol,1.17000000000000,$5 for a big bag,$40 ,Kilusakwalo,,rice/taro,casara/potato,cake/tea,buy,buy,buy,,1200,None,12.48000000000000,,Own,-8.77482,160.70215,pastor,,149.76000000000000,1 bucket,1,3,no,no collection,15,2.00000000000000,,,yes; they must come regularly,12/03/2018 00:00:00,,,,dump,burn in a heap; reuse plastic bottles,,pig; burn,,,0.00000000000000,sunny,$50-$60 ,100,40.00000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
AH42_Sol,1.96200000000000,$10 ,$20 ,Kilusakwalo,,rice,root grops,taro/kasafa,buy,buy,buy,month,,None,24.96000000000000,,Own,-8.77482,160.70215,work/market,,,,2,6,yes,,56,,,Support; at the moment there is no collection service so if there is a collection truck it would help us a lot. Because this will help is to stop throwing rubbish into the sea and river,yes support,23/11/2018 00:00:00,50,,,along the river and seashore,burn,,burn,,,0.00000000000000,sunny,,200,100.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AH43_Sol,2.76200000000000,$5 ,$40 ,Kilusakwalo,,rice,fish/cabbage,kumera,buy,buy,buy,,3000,None,24.96000000000000,,Own,-8.77482,160.70215,carpenter; security; shop keeper,,374.40000000000000,no; only bag,3,12,yes,no collection,14,,,,yes,12/03/2018 00:00:00,,solar,,,burn; reuse pet bottles,wash - sundry - burn,garden; pig,,,0.00000000000000,sunny,,200,60.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AH44_Sol,0.55400000000000,$2 ,$20 ,Kilusakwalo,,rice,raro,kasafa,buy,buy,buy,,,None,87.36000000000000,,Family,-8.77482,160.70215,market,,,,x,6,no,,57,2.50000000000000,,Support these ideas; please if these can happe; then its good .,yes it is good,28/11/2018 00:00:00,solar power,,walk,into sea/river,burn,burn,burn,,,0.00000000000000,sunny,,700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
AH45_Sol,1.50600000000000,$5 ,$40 ,Kilusakwalo,,rice,cabbage,fish/kumera,buy,buy,buy,,,None,43.68000000000000,day,Own,-8.77482,160.70215,retired,,,no; only plastic,,4,no,no collection,13,,,,yes,12/03/2018 00:00:00,week,,,sea,burn; sea,,pig; dogs; burn,,,0.00000000000000,sunny,60,350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
AH46_Sol,5.80200000000000,$20 ,$50 ,Kilusakwalo,,rice,taro/ kasafa,cabbage,buy,buy,buy,week,1000,None,62.40000000000000,,Own,-8.77482,160.70215,work,,124.80000000000000,,2,5,yes,,58,,,Support; We should od rubbish collection have too. To help people have.,its nice,28/11/2018 00:00:00,3000,,,throw into sea,burn,,burn,,,0.00000000000000,sunny,,500,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
AH47_Sol,1.60200000000000,$5 ,$25 ,Kilusakwalo,,rice /potato,local cabbage,cake/biscuits,buy,produce,buy,,1600,None,21.84000000000000,day,Own,-8.77482,160.70215,Tupist,,199.68000000000000,no; only bag,1,3,no,no collector,12,,,,yes,12/03/2018 00:00:00,solar,fortnight,20,sea,burn and sea (stone filled bags),sea with stone filled bags in the sea,dog; burn,,,0.00000000000000,,,175,10.00000000000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
AH48_Sol,3.41200000000000,$2 ,$10 ,Kilusakwalo,,rice,taro/kasafa,root grobs,buy,buy,buy,,,None,62.40000000000000,,Own,-8.77482,160.70215,work,,,,1,3,no,,59,,,Support,support and its good,28/11/2018 00:00:00,,,,leave them along the sea shore,throw them into sea,x,burn,,,0.00000000000000,sunny,solar power,500,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AH49_Sol,1.10600000000000,$5 ,$40 ,Kilusakwalo,,rice/ fish,kumera/potator,,buy,buy,,,1200,None,31.20000000000000,,Own,-8.77482,160.70215,market (fish and chips),,149.76000000000000,no; only bag,1,6,yes ,no collector,31,,,,yes ,12/03/2018 00:00:00,solar,,,sea,burn; sea (sell back to local buyer),sea; bulky,pig; burn,,,0.00000000000000,sunny,,250,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
AH50_Sol,0.77200000000000,$5 ,$5 per day,Kilusakwalo,,rice,tin food,taro/kasafa,buy,buy,buy,week,5000,None,62.40000000000000,,Own,-8.77482,160.70215,market/work,,624.00000000000000,,1,10,yes,,60,,,Support; these ideas are good because it will help us. Because we who live close to seashore,yes I support,28/11/2018 00:00:00,50,day,20,into the river,into the river,,burn,,,0.00000000000000,sunny,,500,140.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AH51_Sol,2.06600000000000,$2 ,$5 ,Kilusakwalo,,kumera/rice,cabbage/veggies,tin food/fish,buy,buy,buy,,850,None,9.36000000000000,month,Own,-8.77482,160.70215,work,,106.08000000000000,,-,3,no,,62,2.00000000000000,,Yes a good idea which I support; We have a big problem with looking after the waste that is produced; we need a better waste disposal method,yes,28/11/2018 00:00:00,,month,40,sea,sea,,burn,,,1.00000000000000,,,75,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AH52_Sol,0.50600000000000,$5 ,$2 ,Kilusakwalo,,rice/root grops,cabbage/pineapple,tin food,buy,buy,buy,month,900,None,15.60000000000000,month,Own,-8.77482,160.70215,work,,112.32000000000000,,-,3,yes,,61,,,Agree; to start in Auki.,yes,28/11/2018 00:00:00,100,month,40,sea,sea,,burn,,,0.00000000000000,sunny,,125,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AH53_Sol,2.23800000000000,$300 ,$5 ,Kilusakwalo,,cabbage,rice/potato,tin food,,,,,850,None,18.72000000000000,month,Own,-8.77482,160.70215,self employed,,106.08000000000000,no water tank,,8,,,48,2.00000000000000,,I agree and I want ot see it happen; Pilot two sites and see what happens and roll out to other communities,support,28/11/2019 00:00:00,,month,60,burn/sea,burn/sea,,burn,,,0.00000000000000,,,150,15.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
AH54_Sol,0.68000000000000,$2 ,$5 ,Kilusakwalo,,potato/ rice,taiyo noodle,cabbage,,,,month,800,None,10.98240000000000,month,Own,-8.77482,160.70215,taxi driver,,99.84000000000000,no,,9,yes,,47,,,I support the idea; we need a better rubbish disposal,I support,28/11/2018 00:00:00,100,month,40,throw in ocean,throw in ocean,burn ,burn,,,0.00000000000000,,,88,10.00000000000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
AH55_Sol,8.06000000000000,$1 ,$10 once a week,Kilusakwalo,,sweet potato/kumera,rice/ tin food,cabbage/vegetables,buy,buy,buy,month,1500,None,9.36000000000000,month,Own,-8.77482,160.70215,work,,187.20000000000000,no rubbish bins,1,3,no radio,,46,2.00000000000000,,I agree; rubbish is our problem we have no knowledge on how to look after our rubbish. We need to be educated on rubbish,I agree provided that waste is collected,28/11/2018 00:00:00,100,month,40,burn,burn,no babies in the house N/A,burn,,,4.00000000000000,,,75,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
AH56_Sol,2.59400000000000,,$5 ,Kilusakwalo,,rice,casava/jumera,cabbage,buy,buy,buy,,800,None,24.96000000000000,week,Own,-8.77482,160.70215,work,,99.84000000000000,no,no,9,,,45,,,I agree; There should be a system inplace on how to look after rubbish,agree,28/11/2018 00:00:00,,month,30,seaside,,,burn,,,0.00000000000000,raining,60,200,7.50000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AH57_Sol,2.19000000000000,$2 ,$6 ,Kilusakwalo,,kumera/rice/taro,vegetables,cabbage/tin food,buy,buy,buy,month,1000,None,9.36000000000000,month,Own,-8.77482,160.70215,self employed,,124.80000000000000,no,9,9,,,41,3.00000000000000,,I support the idea; I just realise that rubbish is a big problem; so communities ned to do something ,I support the idea,28/11/2018 00:00:00,100,month,100,burn/sea,burn/sea,,burn,,,4.00000000000000,,,75,25.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
AH58_Sol,0.44000000000000,$5 ,$10 per week,Kilusakwalo,,rice,cabbage/fish,potato,buy,buy,buy,month,2000,None,18.72000000000000,,,-8.77482,160.70215,work,,249.60000000000000,no,no,3,yes,,42,3.00000000000000,,I totally support; help solve throwing of rubbish,Agree,28/11/2018 00:00:00,100,month,60,sea shore,sea shore,,burn,,,,raining,,150,15.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AH59_Sol,6.37580000000000,$5 ,$5 ,Kilusakwalo,,Rice/casara,fish tin meat,cabbage,,,,month,1000,None,9.36000000000000,month,Own,-8.77482,160.70215,self employed,,124.80000000000000,no,,4,,,43,,,I support the idea,agree,28/11/2018 00:00:00,120,month,50,sea,burn/sea,-,burn,,,4.00000000000000,raining ,,75,12.50000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
AH60_Sol,2.11400000000000,$5 ,$5 ,Kilusakwalo,,rice/kumera,cabbage/veggies,fish,buy,buy,buy,,2000,None,24.96000000000000,,Own,-8.77482,160.70215,work,,249.60000000000000,no,,5,yes,,44,,,Really agreed; To built recycling facilities,yes good idea,28/11/2018 00:00:00,,month,20,sea,sea,,compost garden,,,0.00000000000000,raining,,200,5.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AR09_Sol,1.22500000000000,$5 ,$100 ,Arabella,,Kasafa/ Potato,Rice,Tea,produce,buy,buy,,450,None,24.96000000000000,week,Own,-8.8992,160.75961,Market,,56.16000000000000,,,8,yes,,1,,,Support; if there is a collection service then it will be very good. Because the people will stop throwing rubbish into the sea. And also if there is one area for the community for dumping will be very good.,yes it a good idea,12/05/2018 00:00:00,,day,,,Burn,Throw them out sea,Burn,,Yes,0.00000000000000,Sunny,Solar,200,1470.00000000000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AR10_Sol,2.47200000000000,$5 ,$20 ,Arabella,,Rice,Castava; potato,Taro,buy,produce,buy,,800,None,62.40000000000000,,Own,-8.8992,160.75961,Marketx3,,99.84000000000000,1,3,8,no,,2,8.00000000000000,,Yes,Yes,12/05/2018 00:00:00,,,,Bury,Burn; Bury,,Pigs; Chicken; Burn,,Yes,,Sunny,Solar,500,200.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
AR11_Sol,1.07700000000000,$2 ,$80 ,Arabella,,Local Food,Rice,Tin Fish,produce,buy,buy,,0,None,12.48000000000000,Week,Own,-8.8992,160.75961,Seasonal worker in NZ,,1029.70297000000000,1,1,9,no,,3,0.10000000000000,,Yes,Yes,12/05/2018 00:00:00,,Week,,Burn,Burn; Throw and Bush,,Pig; chicken ,,Yes,,Sunny,Solar,100,40.00000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AR12_Sol,1.68800000000000,$2 ,$80 ,Arabella,,Kumara,Rice,,produce,buy,,,12000,None,18.72000000000000,,Own,-8.8992,160.75961,Teacher; Enginer; Electrician; Labour x 5,,1497.60000000000000,,8,8,yes,,4,,,Yes; Like the idea raming from this,Yes,12/05/2018 00:00:00,,,,,Hole; burn,,Pig; Burn,,Yes,,Sunny,Solar,150,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AR13_Sol,2.44700000000000,$5 ,Don&t have enough money for these survice,Arabella,,Kasafa Potato,Taro,Rice,produce,produce,buy,,,None,1.24800000000000,Month,Own,-8.8992,160.75961,Market,,,,,4,no,,5,,,Support,Support,12/05/2018 00:00:00,,,,,Burn,,Burn,,,,Sunny,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
