ID,Premisestype,Date,Item,Material,Measure,Site,Type,Collection_frequency,Collection_efficiency,Value,Correted_value
44,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,weight,Belize City,Food_outlet,3.50000000000000,0.75000000000000,0.02400000000000,0.00914285700000
46,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,weight,Belize City,Admin,7.00000000000000,0.10000000000000,0.01300000000000,0.01857142900000
48,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,weight,Belize City,0,0.00000000000000,0.00000000000000,0.04900000000000,0.00885714300000
551,pt_commercial,07/06/2019 00:00:00,aluminium_recyclable,metal,weight,Belize City,Retail_shop,7.00000000000000,1.00000000000000,0.02700000000000,0.00385714300000
4,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,weight,Belmopan,Hotels,2.00000000000000,0.15384615400000,0.02600000000000,0.08450000000000
7,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,weight,Belmopan,Retail_shop,3.50000000000000,0.50000000000000,0.04200000000000,0.02400000000000
8,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,weight,Belmopan,Admin,7.00000000000000,1.00000000000000,0.00400000000000,0.00057142900000
10,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,weight,Belmopan,Admin,0.00000000000000,0.12500000000000,0.00800000000000,0.01888524600000
65,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,weight,Toledo Rural,Retail_shop,14.00000000000000,0.00000000000000,0.03000000000000,0.00214285700000
64,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,weight,Toledo Rural,Admin,0.00000000000000,0.00000000000000,0.01400000000000,0.00218750000000
66,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,weight,Toledo Rural,Food_outlet,0.00000000000000,0.00000000000000,0.07800000000000,0.01218750000000
62,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,weight,Toledo Rural,Admin,0.00000000000000,0.00000000000000,0.00400000000000,0.00062500000000
60,pt_commercial,11/06/2019 00:00:00,aluminium_recyclable,metal,weight,Corozal Town,Retail_shop,7.00000000000000,0.50000000000000,0.13100000000000,0.03742857100000
57,pt_commercial,11/06/2019 00:00:00,aluminium_recyclable,metal,weight,Corozal Town,Admin,7.00000000000000,1.00000000000000,0.00600000000000,0.00085714300000
61,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,weight,Toledo Rural,Admin,14.00000000000000,0.00000000000000,0.01300000000000,0.00092857100000
35,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,count,Belize City,Food_outlet,3.50000000000000,1.00000000000000,1.00000000000000,0.28571428600000
32,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Food_outlet,3.50000000000000,1.00000000000000,0.20000000000000,0.05714285700000
21,pt_commercial,04/06/2019 00:00:00,aluminium_recyclable,metal,volume,Dangriga,Retail_shop,0.00000000000000,1.00000000000000,0.20000000000000,0.20000000000000
22,pt_commercial,04/06/2019 00:00:00,aluminium_recyclable,metal,volume,Dangriga,Retail_shop,7.00000000000000,1.00000000000000,0.02000000000000,0.00285714300000
23,pt_commercial,04/06/2019 00:00:00,aluminium_recyclable,metal,volume,Dangriga,Admin,7.00000000000000,0.05882352900000,0.50000000000000,1.21428571400000
24,pt_commercial,04/06/2019 00:00:00,aluminium_recyclable,metal,volume,Dangriga,Food_outlet,7.00000000000000,1.00000000000000,0.20000000000000,0.02857142900000
31,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Food_outlet,7.00000000000000,1.00000000000000,0.05000000000000,0.00714285700000
27,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Retail_shop,7.00000000000000,0.10000000000000,0.10000000000000,0.14285714300000
28,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Food_outlet,7.00000000000000,0.10000000000000,0.10000000000000,0.14285714300000
26,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Retail_shop,7.00000000000000,0.33333333300000,0.20000000000000,0.08571428600000
35,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Food_outlet,3.50000000000000,1.00000000000000,0.01000000000000,0.00285714300000
34,pt_commercial,05/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Admin,3.50000000000000,0.20000000000000,0.02000000000000,0.02857142900000
40,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Admin,3.50000000000000,0.16666666700000,0.50000000000000,0.85714285700000
42,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Other,3.50000000000000,0.08333333300000,1.00000000000000,3.42857142900000
41,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Food_outlet,7.00000000000000,0.30000000000000,0.20000000000000,0.09523809500000
43,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Admin,3.50000000000000,0.00000000000000,0.20000000000000,0.05714285700000
45,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Retail_shop,7.00000000000000,0.50000000000000,0.50000000000000,0.14285714300000
47,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Other,3.50000000000000,0.00000000000000,1.00000000000000,0.28571428600000
49,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Retail_shop,7.00000000000000,0.00000000000000,1.50000000000000,0.21428571400000
46,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Admin,7.00000000000000,0.10000000000000,0.05000000000000,0.07142857100000
48,pt_commercial,06/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,0,0.00000000000000,0.00000000000000,0.20000000000000,0.03615160300000
551,pt_commercial,07/06/2019 00:00:00,aluminium_recyclable,metal,volume,Belize City,Retail_shop,7.00000000000000,1.00000000000000,0.20000000000000,0.02857142900000
4,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,volume,Belmopan,Hotels,2.00000000000000,0.15384615400000,0.30000000000000,0.97500000000000
7,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,volume,Belmopan,Retail_shop,3.50000000000000,0.50000000000000,2.00000000000000,1.14285714300000
8,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,volume,Belmopan,Admin,7.00000000000000,1.00000000000000,0.10000000000000,0.01428571400000
10,pt_commercial,31/05/2019 00:00:00,aluminium_recyclable,metal,volume,Belmopan,Admin,0.00000000000000,0.12500000000000,0.20000000000000,0.47213114800000
65,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,volume,Toledo Rural,Retail_shop,14.00000000000000,0.00000000000000,0.20000000000000,0.01428571400000
64,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,volume,Toledo Rural,Admin,0.00000000000000,0.00000000000000,0.02000000000000,0.00312500000000
66,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,volume,Toledo Rural,Food_outlet,0.00000000000000,0.00000000000000,0.50000000000000,0.07812500000000
62,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,volume,Toledo Rural,Admin,0.00000000000000,0.00000000000000,0.01000000000000,0.00156250000000
60,pt_commercial,11/06/2019 00:00:00,aluminium_recyclable,metal,volume,Corozal Town,Retail_shop,7.00000000000000,0.50000000000000,0.60000000000000,0.17142857100000
57,pt_commercial,11/06/2019 00:00:00,aluminium_recyclable,metal,volume,Corozal Town,Admin,7.00000000000000,1.00000000000000,0.30000000000000,0.04285714300000
61,pt_commercial,14/06/2019 00:00:00,aluminium_recyclable,metal,volume,Toledo Rural,Admin,14.00000000000000,0.00000000000000,0.10000000000000,0.00714285700000
32,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Food_outlet,3.50000000000000,1.00000000000000,0.04700000000000,0.01342857100000
21,pt_commercial,04/06/2019 00:00:00,steel_cans,metal,weight,Dangriga,Retail_shop,0.00000000000000,1.00000000000000,0.10700000000000,0.10700000000000
28,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Food_outlet,7.00000000000000,0.10000000000000,0.37000000000000,0.52857142900000
36,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Admin,3.50000000000000,0.10000000000000,0.10400000000000,0.29714285700000
39,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Retail_shop,7.00000000000000,0.05000000000000,0.19000000000000,0.54285714300000
41,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Food_outlet,7.00000000000000,0.30000000000000,0.03800000000000,0.01809523800000
