,ID,Non_combust_wt_%,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Total_weight_(kg),aluminium_cans,aluminium_recyclable,batteries,bottles_cds,bottles_wine_and_spirits,cardboard,ceramics,drinkbags,electrical_items_and_peripherals_(incl_tvs),energy_kWh_per_kg,eps,feminine_hygiene,flexibles_film,food,hdpe_bottles,jars,lpb,nappies,other,other_glass,other_metal,other_organics,other_plastic,other_sanitary_waste,paper,pet_bottles,plastic_bags,pp,steel_cans,textiles,total_energy_kWh
126,158_V,0.9914965986394558,0.0,0.0,0.008503401360544218,1.176,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.022,0.0,0.0
127,159_V,0.0,0.0,0.22811059907834105,0.771889400921659,1.7360000000000002,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.09,0.998,0.0,0.05,0.0,0.036000000000000004,0.0
128,160_V,0.7241379310344828,0.0,0.0,0.27586206896551724,0.23199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.168,0.0,0.0
129,161_V,0.04145342886386899,0.9022517911975436,0.013306038894575229,0.042988741044012284,3.908,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,2.97,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5260000000000002,0.0,0.0,0.03,0.03,0.044000000000000004,0.0,0.162,0.0,11.61
130,162_V,0.0,0.8468309859154929,0.09448356807511736,0.058685446009389665,3.408,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,3.05,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.886,0.06,0.0,0.228,0.10400000000000001,0.0,0.0,0.0,0.076,10.39
131,163_V,0.0,0.5835294117647059,0.1388235294117647,0.2776470588235294,0.85,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,2.58,0.0,0.0,0.174,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.034,0.0,0.0,0.0,0.0,0.0,2.19
132,164_V,0.5012658227848101,0.06455696202531645,0.0,0.4341772151898733,1.58,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.43799999999999994,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.102,0.248,0.0,0.0,0.0,0.0,0.0,0.736,0.0,0.46
133,165_V,0.6818181818181819,0.0,0.0,0.3181818181818182,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.21600000000000003,0.0,0.0,0.54,0.0,0.0
134,166_V,0.1845386533665835,0.0,0.13216957605985036,0.6832917705735662,1.604,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.6920000000000001,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.06,0.0,0.0,0.29600000000000004,0.0,0.0
135,167_V,0.0686164229471316,0.0,0.514060742407199,0.4173228346456693,1.7780000000000002,0.0,0.122,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.33799999999999997,0.0,0.024,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.23800000000000002,0.11599999999999999,0.0,0.0,0.0,0.0
136,168_V,0.31482691051600264,0.4761593729588504,0.0,0.20901371652514694,3.0620000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.086,0.0,0.0,0.33799999999999997,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.536,0.0,0.0,0.626,0.0,5.51
137,169_V,0.0,0.6283068783068783,0.023809523809523808,0.3478835978835979,1.5119999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.14400000000000002,0.0,0.23399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.012,0.0,0.036000000000000004,0.08,0.0,0.055999999999999994,0.0,0.0,4.07
138,170_V,0.2822993739328401,0.6175298804780877,0.0,0.1001707455890723,7.028,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,3.282,0.0,0.0,0.0,1.058,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.6659999999999999,0.0,0.0,1.954,0.0,14.9
139,171_V,0.0,1.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
140,172_V,0.5464098073555167,0.0,0.006129597197898425,0.44746059544658506,2.2840000000000003,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.013999999999999999,0.278,0.198,0.0,0.768,0.0,0.0
141,173_V,0.046572104018912534,0.9534278959810876,0.0,0.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,2.932,0.0,0.0,0.0,5.1339999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39399999999999996,0.0,25.13
142,174_V,0.0,0.7507055503292569,0.16745061147695206,0.08184383819379115,2.1260000000000003,0.0,0.0,0.0,0.0,0.0,0.17800000000000002,0.0,0.0,0.0,2.92,0.0,0.0,0.126,1.5959999999999999,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.156,0.0,0.0,0.0,0.0,0.0,6.21
143,175_V,0.0,0.022556390977443608,0.11654135338345865,0.8609022556390977,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.04,0.0,0.062,0.258,0.0,0.0,0.0,0.0,0.07
144,176_V,0.3450807635829662,0.46108663729809096,0.0910425844346549,0.10279001468428782,1.3619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.11199999999999999,0.628,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.027999999999999997,0.0,0.07400000000000001,0.0,0.0,0.0,0.0,0.05,2.34
145,177_V,0.2195121951219512,0.0,0.0,0.7804878048780488,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,0.152,0.0,0.0,0.07200000000000001,0.0,0.0
146,178_V,0.19,0.0,0.315,0.495,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.008,0.076,0.0,0.0
147,179_V,0.11663066954643628,0.0,0.023758099352051837,0.8596112311015118,0.9259999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.012,0.0,0.10800000000000001,0.022000000000000002,0.0
148,180_V,0.1805869074492099,0.7731376975169301,0.0,0.04627539503386005,1.7720000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.016,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.052000000000000005,0.0,0.0,0.32,0.0,4.47
149,181_V,0.2330931907971183,0.018126888217522653,0.11085289333023472,0.6379270276551242,8.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9159999999999999,0.0,0.0,0.38,0.14,0.0,0.716,0.0,0.0,0.156,1.12,0.0,0.41600000000000004,3.338,0.068,0.048,0.91,0.39799999999999996,0.86
150,182_V,0.13735343383584592,0.4773869346733668,0.016750418760469014,0.3685092127303183,1.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.02,0.34600000000000003,0.0,0.016,0.16399999999999998,0.0,2.46
151,183_V,0.7333333333333334,0.0,0.0,0.26666666666666666,0.18,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,184_V,0.22588705647176405,0.0,0.4592703648175912,0.3148425787106447,4.001999999999999,0.0,0.0,0.0,0.0,0.0,1.838,0.0,0.0,0.076,0.0,0.0,0.0,0.174,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.52,0.03,0.034,0.828,0.0,0.0
153,185_V,0.06867779204107831,0.6899871630295251,0.0288831835686778,0.2124518613607189,3.116,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.222,0.0,0.0,0.0,0.08199999999999999,2.15,0.0,0.0,0.0,0.0,0.046,0.0,0.008,0.386,0.0,0.008,0.0,0.0,8.32
154,186_V,0.2480834752981261,0.3824531516183986,0.0762350936967632,0.2932282793867121,4.6960000000000015,0.42,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,1.63,0.0,0.0,0.536,1.6780000000000002,0.098,0.20600000000000002,0.0,0.11800000000000001,0.081,0.0,0.0,0.0,0.331,0.0,0.054000000000000006,0.14300000000000002,0.22,0.049,0.45799999999999996,0.0,7.65
155,187_V,0.9320388349514562,0.0,0.0,0.06796116504854369,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.022000000000000002,0.0,0.0,0.48,0.0,0.0
156,188_V,0.0,0.9576307825335064,0.01837440553393861,0.023994811932555125,4.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.594,0.06,0.0,0.0,0.0,0.0,3.8360000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.051,0.0,0.0,0.015,14.39
157,189_V,0.6977578475336323,0.023318385650224212,0.0,0.2789237668161435,1.1150000000000002,0.07,0.0,0.0,0.0,0.0,0.0,0.373,0.0,0.0,0.09,0.0,0.026000000000000002,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.11599999999999999,0.046,0.0,0.335,0.0,0.1
158,190_V,0.5640201927489674,0.2046810463515374,0.15190454336851766,0.0793942175309775,2.1790000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.79,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.446,0.37,0.0,0.0,0.0,0.005,0.0,0.175,0.045,0.038,0.0,0.8320000000000001,0.0,1.72
159,191_V,0.8546730142821348,0.0,0.016787772488098218,0.12853921322976694,3.991000000000001,0.0,0.08199999999999999,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,0.031,0.6559999999999999,0.0,0.0,0.193,0.0,0.0,0.0,0.13699999999999998,0.0,0.055,0.193,0.035,0.0,2.48,0.0,0.0
160,192_V,0.2762640024220406,0.4205267938237965,0.11035422343324253,0.1928549803209204,6.606,0.0,0.009000000000000001,0.0,0.0,0.0,0.228,0.0,0.0,0.022000000000000002,1.71,0.0,0.0,0.71,0.0,0.036000000000000004,0.508,0.47,2.314,0.54,0.0,0.0,0.46399999999999997,0.18100000000000002,0.0,0.0,0.307,0.04,0.0,0.746,0.031,11.3
161,193_V,0.06813871579517748,0.7022487130858845,0.11108100785694937,0.11853156326198865,7.381999999999999,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.078,0.35600000000000004,1.93,0.0,0.0,0.0,2.188,0.14,0.0,0.0,0.988,0.381,0.0,0.618,0.084,0.054000000000000006,0.0,0.349,0.20199999999999999,19.86
162,194_V,0.3933518005540167,0.3259464450600185,0.05201600492459218,0.22868574946137274,3.2489999999999997,0.012,0.05,0.0,0.0,0.0,0.051,0.0,0.0,0.0,1.3,0.0,0.0,0.23,0.192,0.048,0.22,0.023,0.867,0.069,0.0,0.584,0.0,0.125,0.0,0.039,0.28300000000000003,0.057,0.0,0.34299999999999997,0.055999999999999994,4.22
163,195_V,0.0,0.9930310591069432,0.0023229802976856236,0.004645960595371247,11.623,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,3.12,0.0,0.0,0.03,11.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26
164,196_V,0.2837017523765892,0.6168823731531325,0.03080975833237888,0.06860611613789944,8.731,0.0,0.0,0.0,0.0,0.0,0.159,0.45899999999999996,0.0,0.0,2.12,0.0,0.0,0.0,0.968,0.078,0.642,0.023,4.418,1.246,0.0,0.0,0.0,0.138,0.0,0.087,0.38299999999999995,0.0,0.0,0.13,0.0,18.51
165,197_V,0.35344215755855224,0.4889992902767921,0.0,0.1575585521646558,1.4089999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.6890000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.498,0.0,2.49
166,198_V,0.014219576719576719,0.671957671957672,0.08167989417989417,0.2321428571428571,3.0239999999999996,0.011000000000000001,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.38799999999999996,0.0,0.024,0.0,0.024,1.885,0.0,0.0,0.0,0.147,0.174,0.0,0.182,0.111,0.0,0.005,0.0,0.040999999999999995,8.32
167,199_V,0.5965665236051503,0.0,0.13948497854077252,0.2639484978540773,0.466,0.013000000000000001,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.03,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999998,0.0,0.265,0.0,0.0
168,200_V,0.01607717041800643,0.602357984994641,0.10342979635584136,0.27813504823151125,1.8659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.08800000000000001,1.124,0.011000000000000001,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.069,0.324,0.0,0.03,0.131,4.85
169,201_V,0.05187729480042639,0.8462631765959968,0.039204074381144136,0.0626554542224328,8.443,0.077,0.004,0.0,0.0,0.0,0.105,0.0,0.0,0.0,2.91,0.0,0.0,0.33,0.535,0.0,0.08,0.064,6.61,0.049,0.0,0.006,0.0,0.07400000000000001,0.0,0.149,0.094,0.027999999999999997,0.003,0.222,0.013000000000000001,24.57
170,202_V,0.31347599768652396,0.5408906882591094,0.048930017351069985,0.09670329670329672,8.645,0.039,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.93,0.0,0.0,0.38799999999999996,0.85,0.087,0.0,0.011000000000000001,2.5860000000000003,1.0,0.0,0.0,1.24,0.135,0.0,0.067,0.2,0.0,0.026000000000000002,1.671,0.035,16.68
171,203_V,0.06826191801150065,0.6904099424967539,0.0964570580597292,0.14487108143201632,5.391,0.055999999999999994,0.0,0.0,0.0,0.0,0.19699999999999998,0.0,0.0,0.0,2.67,0.0,0.0,0.341,3.722,0.059000000000000004,0.191,0.083,0.0,0.0,0.0,0.121,0.0,0.091,0.0,0.0,0.29,0.0,0.0,0.0,0.24,14.39
172,204_V,0.18802966101694912,0.274364406779661,0.07786016949152542,0.4597457627118645,1.888,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,1.32,0.0,0.0,0.359,0.0,0.01,0.0,0.024,0.48200000000000004,0.10400000000000001,0.0,0.19399999999999998,0.036000000000000004,0.19699999999999998,0.0,0.048,0.225,0.077,0.0,0.0,0.075,2.49
173,205_V,0.6732418524871355,0.0,0.11192109777015438,0.21483704974271012,2.332,0.013000000000000001,0.07200000000000001,0.0,0.0,0.0,0.20199999999999999,0.298,0.0,0.013000000000000001,0.0,0.0,0.0,0.18600000000000003,0.0,0.046,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.059000000000000004,0.149,0.05,0.0,1.0170000000000001,0.0,0.0
174,206_V,0.7421686746987952,0.013855421686746987,0.06566265060240964,0.17831325301204826,1.6599999999999997,0.013999999999999999,0.0,0.0,0.0,0.0,0.09300000000000001,0.0,0.0,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.156,0.0,0.016,0.0,0.0,0.0,1.218,0.0,0.08
175,207_V,0.06172703180212015,0.8967535335689047,0.021311837455830387,0.02020759717314488,9.056,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,2.91,0.0,0.0,0.107,4.66,0.0,0.159,0.016,0.033,0.0,0.0,0.0,3.428,0.012,0.0,0.0,0.0,0.064,0.0,0.4,0.026000000000000002,26.35
176,208_V,0.0,0.9971755211835912,0.0,0.0028244788164088768,7.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.021,0.0,0.0,0.0,0.0,7.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2
177,209_V,0.234113712374582,0.5551839464882943,0.06187290969899666,0.14882943143812707,2.99,0.013000000000000001,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,2.1,0.0,0.0,0.364,1.4040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.04,0.0,0.012,0.040999999999999995,0.0,0.0,0.687,0.15,6.28
178,210_V,0.06271797256451987,0.8811904208323645,0.0057544757033248075,0.05033713089979075,17.204000000000004,0.017,0.035,0.0,0.0,0.0,0.05,0.0,0.0,0.0,2.9,0.0,0.0,0.465,9.942,0.105,0.134,0.0,5.218,0.309,0.0,0.0,0.0,0.042,0.0,0.013000000000000001,0.17800000000000002,0.076,0.0,0.584,0.036000000000000004,49.89
179,211_V,0.12923182677435985,0.8399209486166008,0.0,0.030847224609039364,11.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.081,0.0,0.12,0.524,0.0,9.775,0.139,0.0,0.0,0.0,0.008,0.0,0.0,0.15,0.0,0.0,0.841,0.0,31.42
180,212_V,0.0,1.0,0.0,0.0,8.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37
181,213_V,0.32109277984743656,0.3125776122050736,0.0541067943941813,0.3122228135533085,5.6370000000000005,0.023,0.009000000000000001,0.0,0.0,0.0,0.024,0.0,0.0,0.0,1.33,0.0,0.0,0.07400000000000001,0.298,0.139,0.192,0.012,1.464,0.0,0.0,0.268,0.0,0.052000000000000005,0.0,0.193,0.147,1.348,0.0,1.318,0.076,7.5
182,214_V,0.3709355131698456,0.6029064486830155,0.0,0.02615803814713897,5.505,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.019,0.998,0.025,0.14400000000000002,0.0,0.085,0.397,0.0,1.182,2.2359999999999998,0.071,0.0,0.0,0.028999999999999998,0.0,0.0,0.0,0.0,10.62
183,215_V,0.2427231176329084,0.41496271349530905,0.1036805388501323,0.23863363002165025,4.157,0.057999999999999996,0.047,0.0,0.0,0.0,0.37200000000000005,0.0,0.0,0.0,1.74,0.0,0.087,0.36200000000000004,1.6380000000000001,0.04,0.069,0.059000000000000004,0.0,0.425,0.0,0.032,0.0,0.292,0.0,0.0,0.28800000000000003,0.0,0.01,0.37799999999999995,0.0,7.23
184,216_V,0.3455790784557908,0.034869240348692404,0.226027397260274,0.3935242839352428,1.6060000000000003,0.015,0.091,0.0,0.0,0.0,0.135,0.0,0.0,0.076,0.18,0.0,0.0,0.282,0.0,0.0,0.341,0.064,0.0,0.0,0.0,0.0,0.055999999999999994,0.07200000000000001,0.0,0.046,0.258,0.0,0.02,0.032,0.11800000000000001,0.29
185,217_V,0.0,0.9896935177651208,0.0,0.010306482234879306,7.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.17800000000000002,0.001,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,23.01
186,218_V,0.3964285714285714,0.33630952380952384,0.06845238095238095,0.1988095238095238,1.68,0.038,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,1.33,0.0,0.0,0.19899999999999998,0.395,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.069,0.0,0.0,0.022000000000000002,0.0,0.0,0.628,0.0,2.23
187,219_V,0.09288584259040417,0.5187898841881353,0.016544552115339166,0.3717797211061215,4.231,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,2.25,0.0,0.0,0.16399999999999998,0.9209999999999999,0.0,0.0,0.0,1.274,0.0,0.0,0.0,0.0,0.048,0.0,0.053,1.349,0.0,0.012,0.39299999999999996,0.0,9.52
188,220_V,0.13660161827701095,0.475963826749167,0.2170395049976202,0.1703950499762018,2.101,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,2.06,0.0,0.0,0.14800000000000002,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.20800000000000002,0.0,0.198,0.0,0.0,0.002,0.287,0.201,4.33
189,221_V,0.006859756097560975,0.8998983739837398,0.013211382113821135,0.08003048780487804,3.9360000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.08,2.262,0.132,0.0,0.0,0.91,0.0,0.0,0.0,0.37,0.0,0.0,0.052000000000000005,0.10300000000000001,0.0,0.0,0.027000000000000003,0.0,12.08
190,222_V,0.2344665885111372,0.6277842907385697,0.011723329425556856,0.1260257913247362,3.412,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.11599999999999999,2.142,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.04,0.08199999999999999,0.0,0.0,0.78,0.0,7.61
191,223_V,0.10518713066316482,0.6357189757058437,0.057780695994747215,0.20131319763624428,7.614999999999998,0.159,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,2.5,0.0,0.0,0.486,1.712,0.0,0.304,0.114,2.952,0.049,0.0,0.03,0.177,0.312,0.0,0.042,0.624,0.078,0.033,0.259,0.0,19.04
192,224_V,0.5316159250585479,0.2776848444295751,0.07761793241886918,0.11308129809300768,5.9780000000000015,0.066,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.35200000000000004,1.66,0.0,0.718,0.264,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.064,0.0,2.386,0.0,6.16
193,225_V,0.505180621674601,0.2906748809857183,0.11061327359283114,0.09353122374684963,3.571,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,1.09,0.0,0.0,0.126,0.985,0.05,0.29,0.055,0.0,1.456,0.0,0.0,0.053,0.127,0.0,0.19399999999999998,0.031,0.0,0.0,0.057999999999999996,0.044000000000000004,3.89
194,226_V,0.12118274357731458,0.7692680562287929,0.0465341735336888,0.06301502666020359,4.126,0.009000000000000001,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,2.66,0.0,0.0,0.068,0.81,0.0,0.0,0.0,2.364,0.0,0.0,0.0,0.0,0.005,0.0,0.11199999999999999,0.187,0.0,0.0,0.491,0.004,10.98
195,227_V,0.1718969555035129,0.5074941451990632,0.18735362997658084,0.1332552693208431,4.27,0.028999999999999998,0.0,0.0,0.0,0.0,0.40299999999999997,0.0,0.0,0.0,2.09,0.0,0.0,0.452,0.978,0.0,0.271,0.0,0.402,0.263,0.0,0.033,0.787,0.11699999999999999,0.0,0.397,0.0,0.0,0.0,0.138,0.0,8.92
196,228_V,0.16906993511175197,0.6128334534967557,0.07858687815428984,0.1395097332372026,2.7739999999999996,0.013000000000000001,0.011000000000000001,0.0,0.0,0.0,0.11699999999999999,0.0,0.0,0.069,2.33,0.0,0.0,0.3,1.3719999999999999,0.0,0.0,0.0,0.32799999999999996,0.0,0.0,0.0,0.0,0.005,0.0,0.10099999999999999,0.08199999999999999,0.0,0.0,0.376,0.0,6.46
197,229_V,0.4057732926543065,0.3661112414926074,0.1361182820934053,0.09199718375968084,4.261,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.354,1.4,0.0,0.0,0.161,1.56,0.0,0.0,0.04,0.0,0.6829999999999999,0.0,0.324,0.0,0.11599999999999999,0.0,0.484,0.11199999999999999,0.003,0.0,0.368,0.0,5.97
198,230_V,0.1946902654867257,0.19690265486725664,0.295353982300885,0.3130530973451328,1.808,0.015,0.01,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.99,0.0,0.0,0.316,0.0,0.193,0.0,0.044000000000000004,0.0,0.0,0.0,0.327,0.35600000000000004,0.005,0.0,0.40399999999999997,0.03,0.0,0.022000000000000002,0.0,0.002,1.79
199,231_V,0.15232334341490242,0.5592521308770965,0.02886994775914215,0.2595545779488589,3.637000000000001,0.06,0.008,0.0,0.0,0.0,0.017,0.0,0.0,0.0,2.25,0.0,0.01,0.278,0.0,0.462,0.0,0.078,2.024,0.0,0.0,0.0,0.0,0.124,0.0,0.01,0.062,0.018000000000000002,0.0,0.486,0.0,8.18
200,232_V,0.03113705865999445,0.928829580205727,0.005467519228987121,0.03456584190529145,10.790999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.075,0.0,9.908,0.039,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.231,0.10300000000000001,0.336,0.0,32.48
201,233_V,0.213691026827012,0.0,0.6341350601295097,0.15217391304347827,2.162,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.025,0.081,0.0,0.0,0.147,1.3459999999999999,0.0
