,ID,Non_combust_wt_%,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Total_weight_(kg),aluminium_cans,aluminium_recyclable,batteries,bottles_cds,bottles_wine_and_spirits,cardboard,ceramics,drinkbags,electrical_items_and_peripherals_(incl_tvs),energy_kWh_per_kg,eps,feminine_hygiene,flexibles_film,food,hdpe_bottles,jars,lpb,nappies,other,other_glass,other_metal,other_organics,other_plastic,other_sanitary_waste,paper,pet_bottles,plastic_bags,pp,steel_cans,textiles,total_energy_kWh
0,1_B,0.0,0.2359550561797753,0.3595505617977528,0.404494382022472,0.534,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,1.3,0.01,0.126,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.03,0.026000000000000002,0.017,0.0,0.0,0.69
1,2_B,0.062101583384741935,0.7380217972444992,0.01624511618342587,0.18363150318733293,4.863,0.013000000000000001,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,2.76,0.003,0.0,0.196,2.989,0.203,0.26,0.009000000000000001,0.063,0.0,0.0,0.0,0.537,0.188,0.0,0.07,0.147,0.057999999999999996,0.075,0.0,0.0,13.42
2,3_B,0.020290835306053436,0.8948258369969564,0.016570848833276967,0.06831247886371324,2.9570000000000003,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.035,0.0,0.012,1.9269999999999998,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.7190000000000001,0.031,0.0,0.075,0.0,0.047,0.018000000000000002,8.96
3,4_B,0.23846153846153845,0.4076923076923077,0.09487179487179488,0.25897435897435894,0.39,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.005,0.0,1.72,0.003,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.065,0.0,0.09300000000000001,0.0,0.67
4,5_B,0.0,0.8966525836854079,0.02729931751706207,0.07604809879753006,3.0770000000000004,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.018000000000000002,0.0,3.09,0.0,0.071,0.106,2.366,0.0,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.068,0.024,0.0,0.0,9.51
5,6_B,0.11946902654867254,0.7351453855878635,0.034766118836915286,0.11061946902654868,6.327999999999999,0.0,0.027000000000000003,0.0,0.0,0.0,0.091,0.0,0.0,0.0,2.63,0.038,0.914,0.13699999999999998,0.8809999999999999,0.0,0.0,0.129,1.203,0.031,0.0,0.0,0.0,0.028999999999999998,1.6540000000000001,0.0,0.23,0.25,0.016,0.698,0.0,16.64
6,7_B,0.08953957139826015,0.6664544875875239,0.07744536388712073,0.16656057712709527,4.713,0.0,0.099,0.0,0.0,0.0,0.365,0.0,0.0,0.0,2.59,0.1,0.0,0.35,3.141,0.033,0.134,0.0,0.0,0.087,0.0,0.0,0.0,0.004,0.0,0.0,0.158,0.14,0.0,0.102,0.0,12.21
7,8_B,0.32018209408194226,0.33080424886191195,0.0763060914805983,0.2727075655755474,4.613,0.0,0.013999999999999999,0.0,0.0,0.37799999999999995,0.159,0.0,0.003,0.0,1.39,0.01,0.0,0.297,1.526,0.027000000000000003,0.958,0.193,0.0,0.0,0.0,0.0,0.0,0.34700000000000003,0.0,0.0,0.436,0.138,0.0,0.127,0.0,6.41
8,9_B,0.05099675475197033,0.0890125173852573,0.44459898006490506,0.4153917477978674,2.157,0.0,0.021,0.0,0.0,0.0,0.495,0.0,0.005,0.0,0.52,0.027000000000000003,0.0,0.247,0.094,0.22899999999999998,0.0,0.135,0.098,0.0,0.0,0.0,0.0,0.052000000000000005,0.0,0.32899999999999996,0.23800000000000002,0.098,0.0,0.08900000000000001,0.0,1.12
9,10_B,0.0012496875781054734,0.7843039240189952,0.1657085728567858,0.04873781554611347,4.001,0.0,0.005,0.0,0.0,0.0,0.617,0.0,0.0,0.0,2.97,0.04,0.0,0.04,1.24,0.0,0.0,0.046,1.781,0.0,0.0,0.0,0.0,0.015,0.11699999999999999,0.0,0.043,0.057,0.0,0.0,0.0,11.88
10,11_B,0.0,0.17951959544879897,0.2642225031605563,0.5562579013906448,0.7909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,1.02,0.0,0.059000000000000004,0.114,0.055999999999999994,0.055999999999999994,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,0.019,0.0,0.161,0.18899999999999997,0.057,0.0,0.0,0.048,0.81
11,12_B,0.0,0.0,0.20680628272251309,0.7931937172774869,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.16,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.171,0.111,0.0,0.0,0.14400000000000002,0.0
12,13_B,0.04673762147154095,0.6922720962517352,0.16520129569643682,0.09578898658028692,2.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.72,0.009000000000000001,0.0,0.128,0.0,0.0,0.0,0.0,1.496,0.09300000000000001,0.0,0.0,0.0,0.009000000000000001,0.0,0.35700000000000004,0.026000000000000002,0.03,0.0,0.008,0.0,5.88
13,14_B,0.21688311688311687,0.270995670995671,0.2324675324675325,0.27965367965367965,2.3100000000000005,0.062,0.024,0.0,0.32,0.0,0.0,0.0,0.005,0.0,1.28,0.038,0.0,0.335,0.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.537,0.10400000000000001,0.08199999999999999,0.0,0.095,0.0,2.96
14,15_B,0.0027842227378190253,0.9505800464037124,0.0,0.046635730858468685,4.3100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3.1,0.0,0.091,0.016,4.006,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.046,0.0,0.0,0.08900000000000001,0.04,0.0,0.0,0.0,13.36
15,16_B,0.3909683285346264,0.17381421427489013,0.2468555841794211,0.18836187301106225,6.599,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.78,0.011000000000000001,0.071,0.4,0.17800000000000002,0.099,0.713,0.03,0.0,0.0,0.0,0.0,0.0,0.23199999999999998,0.898,0.8590000000000001,0.172,0.324,0.0,1.835,0.74,5.15
16,17_B,0.07922218221101908,0.7364061937342455,0.019445444724522868,0.16492617933021247,5.5539999999999985,0.057999999999999996,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.026000000000000002,0.0,0.048,3.3989999999999996,0.043,0.0,0.0,0.691,0.0,0.0,0.0,0.0,0.151,0.0,0.07,0.33799999999999997,0.31,0.0,0.226,0.038,15.11
17,18_B,0.2095304835318851,0.4278206026629293,0.11527680448493342,0.24737210932025225,2.8539999999999996,0.026000000000000002,0.34,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.82,0.028999999999999998,0.0,0.23600000000000002,0.321,0.133,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.308,0.198,0.0,0.0,0.23199999999999998,0.0,5.19
18,19_B,0.0165694591728526,0.9391569459172852,0.025450689289501588,0.018822905620360552,7.544,0.0,0.025,0.0,0.0,0.0,0.192,0.0,0.0,0.0,3.06,0.0,0.0,0.057999999999999996,5.585,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.5,0.0,0.084,0.0,0.0,0.0,0.0,23.08
19,20_B,0.018805093046033304,0.6797257590597454,0.01802154750244858,0.28344760039177275,5.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.045,0.0,0.271,1.99,0.034,0.0,0.018000000000000002,0.0,0.096,0.0,0.0,0.0,0.0,1.48,0.07400000000000001,0.95,0.12300000000000001,0.024,0.0,0.0,14.09
20,21_B,0.0028699775393062144,0.7534314948839532,0.17581731969054154,0.06788120788619917,8.014,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.47200000000000003,0.249,5.566,0.03,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,1.3090000000000002,0.025,0.11199999999999999,0.128,0.0,0.1,23.4
21,22_B,0.20147979510529312,0.3369379624359704,0.025611838360842347,0.4359704040978941,1.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.087,0.445,0.051,0.249,0.0,0.0,0.0,0.0,0.0,0.147,0.065,0.0,0.045,0.48,0.083,0.0,0.105,0.0,2.71
22,23_B,0.024032042723631502,0.41789052069425897,0.4971072541165998,0.06097018246550956,2.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.257,0.052000000000000005,0.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.117,0.0,0.068,0.017,0.054000000000000006,0.0,4.56
23,24_B,0.1901931649331352,0.2823179791976226,0.0,0.5274888558692422,1.346,0.0,0.0,0.0,0.237,0.0,0.0,0.0,0.0,0.0,1.34,0.006999999999999999,0.0,0.039,0.38,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.23600000000000002,0.179,0.02,0.019,0.0,1.8
24,25_B,0.0868626922039385,0.6733207445373617,0.05395198273536552,0.1858645805233342,7.4140000000000015,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.098,0.349,4.894,0.067,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.179,0.45,0.33299999999999996,0.474,0.0,19.28
25,26_B,0.09002433090024331,0.4687753446877535,0.251419302514193,0.1897810218978102,1.2330000000000003,0.013000000000000001,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2.11,0.005,0.18100000000000002,0.11800000000000001,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.059000000000000004,0.042,0.098,0.0,2.6
26,27_B,0.470549084858569,0.053577371048252914,0.2545757071547421,0.221297836938436,3.005,0.0,0.0,0.0,1.2890000000000001,0.0,0.2,0.0,0.0,0.0,0.25,0.002,0.0,0.204,0.161,0.057999999999999996,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,0.0,0.0,0.287,0.213,0.185,0.003,0.081,0.278,0.75
27,28_B,0.019984326018808774,0.4514106583072101,0.08111285266457681,0.4474921630094044,2.552,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,0.0,2.15,0.013000000000000001,0.0,0.258,1.131,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.07200000000000001,0.0,0.114,0.348,0.23,0.07400000000000001,0.051,0.034,5.49
28,29_B,0.06904287138584247,0.26395812562313065,0.4172482552342972,0.24975074775672984,4.0120000000000005,0.04,0.057999999999999996,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.37,0.08,0.0,0.18,1.053,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.006,0.028999999999999998,0.0,0.9840000000000001,0.48700000000000004,0.209,0.017,0.135,0.0,5.5
29,30_B,0.08431952662721894,0.517258382642998,0.13708086785009865,0.2613412228796844,2.0280000000000005,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.085,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.08900000000000001,0.0,0.276,0.19,0.166,0.0,0.16,0.002,4.58
30,31_B,0.01775329048056321,0.8080808080808082,0.033057851239669415,0.14110805019895928,3.2670000000000003,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,2.96,0.035,0.306,0.044000000000000004,2.303,0.188,0.0,0.062,0.031,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.128,0.0,0.016,0.057999999999999996,0.0,9.67
31,32_B,0.3785084202085004,0.5212510024057738,0.03528468323977545,0.06495589414595028,4.988,0.0,0.0,0.0,0.6709999999999999,0.0,0.17600000000000002,0.0,0.0,0.0,1.79,0.01,0.084,0.016,2.516,0.139,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.06,0.087,0.23199999999999998,0.0,8.93
32,33_B,0.018005212035062782,0.4885098317934138,0.1971096896470031,0.29637526652452023,4.221,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.0,2.28,0.061,0.096,0.006999999999999999,1.966,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.97,0.076,0.0,9.62
33,34_B,0.04021482839926645,0.4901755305213518,0.3353418915378569,0.13426774954152473,7.633999999999999,0.0,0.017,0.0,0.0,0.0,0.675,0.0,0.0,0.0,2.25,0.087,0.914,0.20800000000000002,2.161,0.018000000000000002,0.153,0.09699999999999999,0.0,0.0,0.0,0.0,0.667,0.243,0.0,1.3840000000000001,0.085,0.3,0.084,0.13699999999999998,0.40399999999999997,17.18
34,35_B,0.6767830045523521,0.07056145675265553,0.02503793626707132,0.22761760242792106,2.636,0.0,0.0,0.0,0.444,1.34,0.0,0.0,0.0,0.0,0.28,0.09,0.0,0.035,0.18600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.136,0.222,0.11699999999999999,0.0,0.0,0.74
35,36_B,0.01292596944770858,0.7280846063454759,0.14030552291421858,0.11868390129259695,4.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.133,3.0980000000000003,0.225,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49200000000000005,0.055,0.092,0.0,0.055,0.0,12.17
36,37_B,0.3569824876515492,0.2379883251010328,0.06915132465199819,0.3358778625954198,2.227,0.032,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.175,0.0,0.204,0.48,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.154,0.113,0.231,0.0,0.373,0.0,2.32
37,38_B,0.0,0.7497972424979723,0.09367396593673966,0.1565287915652879,2.4659999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.065,0.0,0.086,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.662,0.039,0.0,0.20800000000000002,0.027000000000000003,0.0,0.192,7.2
38,39_B,0.017311853811012263,0.7605193556143304,0.050492906948785776,0.1716758836258716,8.318,0.0,0.053,0.0,0.0,0.0,0.158,0.0,0.0,0.0,2.9,0.2,0.0,0.079,4.169,0.522,0.0,0.05,2.157,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.22899999999999998,0.20600000000000002,0.192,0.091,0.0,24.12
39,40_B,0.10460799301157456,0.5149595981655383,0.07053941908713691,0.3098929897357501,4.579,0.0,0.009000000000000001,0.0,0.3,0.0,0.17800000000000002,0.0,0.0,0.0,2.22,0.327,1.43,0.175,0.9279999999999999,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.24600000000000002,0.498,0.028999999999999998,0.17,0.0,10.17
40,41_B,0.1783060921248143,0.7815750371471026,0.021545319465081727,0.01857355126300149,2.692,0.025,0.006,0.0,0.0,0.449,0.0,0.0,0.0,0.0,2.54,0.01,1.265,0.012,0.813,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.005,0.0,0.016,0.012,0.0,0.018000000000000002,6.84
41,42_B,0.0665610142630745,0.7151347068145801,0.09667194928684628,0.12163232963549925,5.047999999999999,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.073,0.16,0.17600000000000002,3.302,0.085,0.0,0.205,0.0,0.044000000000000004,0.0,0.0,0.14800000000000002,0.0,0.0,0.28300000000000003,0.1,0.17,0.01,0.20800000000000002,0.0,13.73
42,43_B,0.1571119524067063,0.6914548404542996,0.06949702541914549,0.08193618171984858,7.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.071,0.0,0.15,4.109,0.0,0.794,0.044000000000000004,0.0,0.19899999999999998,0.0,0.0,0.021,0.0,0.9840000000000001,0.34600000000000003,0.076,0.271,0.038,0.16899999999999998,0.124,18.34
43,44_B,0.11782477341389727,0.3904833836858006,0.18277945619335345,0.3089123867069486,1.324,0.013999999999999999,0.102,0.0,0.0,0.0,0.131,0.0,0.0,0.0,1.82,0.012,0.0,0.0,0.517,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.111,0.121,0.071,0.009000000000000001,0.04,0.0,2.41
44,45_B,0.03951612903225807,0.469758064516129,0.1366935483870968,0.3540322580645161,2.4799999999999995,0.0,0.0,0.0,0.0,0.0,0.23399999999999999,0.0,0.0,0.0,2.18,0.0,0.0,0.08800000000000001,0.8270000000000001,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.185,0.12,0.086,0.037000000000000005,0.14800000000000002,0.0,0.098,0.019,5.41
45,46_B,0.23714585519412384,0.6075550891920252,0.0571878279118573,0.09811122770199372,1.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.008,0.698,0.159,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.109,0.0,0.02,0.0,0.146,0.0,4.17
46,47_B,0.0,0.5807702248643061,0.07753941586973379,0.3416903592659602,3.8689999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.179,0.0,0.0,2.247,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.249,0.605,0.14400000000000002,0.359,0.0,0.0,9.94
47,48_B,0.010971055088702143,0.5777310924369747,0.1507936507936508,0.26050420168067223,4.284,0.035,0.012,0.0,0.0,0.0,0.424,0.0,0.0,0.0,2.54,0.099,0.0,0.08800000000000001,2.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.222,0.473,0.35200000000000004,0.053,0.0,0.0,10.88
48,49_B,0.040228807201800436,0.89731807951988,0.011440360090022505,0.051012753188297066,10.664,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.253,0.0,0.069,3.89,0.0,0.0,0.122,5.627999999999999,0.0,0.0,0.0,0.051,0.09699999999999999,0.0,0.0,0.057,0.068,0.0,0.085,0.0,31.67
49,50_B,0.02117061021170611,0.5572851805728518,0.0896637608966376,0.3318804483188045,1.6059999999999999,0.027999999999999997,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.161,0.0,0.047,0.562,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.33299999999999996,0.14400000000000002,0.027000000000000003,0.22,0.0,0.0,0.0,3.97
50,51_B,0.08051703244917194,0.6080517032449172,0.14622323953143934,0.16520802477447155,7.427,0.0,0.155,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.49,0.282,0.0,0.17300000000000001,4.012,0.09,0.12,0.045,0.0,0.165,0.0,0.0,0.0,0.0,0.504,0.373,0.158,0.43200000000000005,0.092,0.158,0.17800000000000002,18.49
51,52_B,0.008627116838853978,0.6263712855469167,0.3160080945787624,0.04899350303546703,9.388999999999994,0.0,0.081,0.0,0.0,0.0,2.825,0.0,0.0,0.0,2.67,0.01,0.0,0.19,0.36,0.052000000000000005,0.0,0.0,5.43,0.0,0.0,0.0,0.091,0.045,0.0,0.142,0.04,0.09,0.033,0.0,0.0,25.07
52,53_B,0.07904761904761906,0.420063492063492,0.10596825396825398,0.3949206349206349,15.750000000000002,0.0,0.336,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.97,0.17800000000000002,0.0,0.127,4.95,0.257,0.8440000000000001,0.055999999999999994,0.0,0.0,0.0,0.0,0.805,4.904,0.861,0.085,0.294,0.44,0.02,0.065,1.188,31.03
53,54_B,0.01172074061491422,0.8518770171564464,0.0565653134024121,0.07983692882622727,5.8870000000000005,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,3.02,0.054000000000000006,0.0,0.023,2.937,0.21600000000000003,0.0,0.0,2.0780000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.115,0.039,0.069,0.0,17.78
54,55_B,0.26967018754041816,0.23323992239706834,0.18883380038801464,0.3082560896744988,4.638999999999999,0.0,0.025,0.0,1.226,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.213,1.082,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.46299999999999997,0.306,0.289,0.302,0.0,0.413,5.06
55,56_B,0.0,0.9041822721598004,0.012484394506866418,0.08333333333333334,3.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.066,0.0,0.013000000000000001,2.897,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.053,0.0,0.0,0.04,9.9
56,57_B,0.4549450549450549,0.4365777080062794,0.05447409733124018,0.05400313971742544,6.370000000000003,0.0,0.025,0.0,0.0,2.873,0.11199999999999999,0.0,0.0,0.0,1.51,0.081,0.0,0.017,2.781,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.096,0.0,0.0,0.0,9.62
57,58_B,0.026899798251513108,0.4673839946200402,0.0581708137188971,0.4475453934095494,2.9739999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.213,0.0,0.122,1.39,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.598,0.276,0.122,0.08,0.0,6.51
58,59_B,0.01716417910447761,0.7025186567164178,0.08255597014925371,0.1977611940298507,10.72,0.04,0.09699999999999999,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,2.81,0.055,0.0,0.055,5.415,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116,0.11699999999999999,1.7,0.16,0.022000000000000002,0.047,0.664,30.12
59,60_B,0.11723700887198985,0.6282213772708068,0.04985213350232361,0.2046894803548796,4.734,0.0,0.254,0.0,0.0,0.0,0.114,0.0,0.0,0.0,2.46,0.081,0.0,0.034,2.517,0.07200000000000001,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.122,0.469,0.166,0.147,0.051,0.0,11.65
60,61_B,0.005021881053160197,0.9298371475715618,0.017576583686060694,0.047564387689217315,13.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.319,0.217,1.286,0.067,0.0,0.04,11.356,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.379,0.0,0.07,0.015,43.07
61,62_B,0.02695763799743261,0.8064826700898589,0.034017971758664965,0.13254172015404364,6.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735,0.0,2.93,0.024,0.647,0.109,4.379,0.042,0.0,0.0,0.0,0.168,0.0,0.0,0.0,0.085,0.0,0.212,0.11199999999999999,0.303,0.004,0.0,0.0,18.26
62,63_B,0.07582322357019065,0.8076256499133448,0.0,0.11655112651646447,4.6160000000000005,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.11599999999999999,2.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6440000000000001,0.0,0.23199999999999998,0.187,0.003,0.27,0.0,12.97
63,64_B,0.18147859922178985,0.4904280155642022,0.19081712062256806,0.13727626459143968,6.425000000000002,0.0,0.0,0.0,0.386,0.573,0.401,0.0,0.0,0.0,2.03,0.0,0.445,0.376,2.7060000000000004,0.0,0.0,0.19,0.0,0.0,0.0,0.154,0.0,0.05,0.0,0.616,0.27699999999999997,0.179,0.0,0.053,0.019,13.04
64,65_B,0.01924703891708968,0.6590524534686971,0.13071065989847716,0.19098984771573604,4.728,0.0,0.009000000000000001,0.0,0.0,0.0,0.121,0.0,0.0,0.0,2.72,0.075,0.163,0.08800000000000001,2.9530000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19399999999999998,0.0,0.49700000000000005,0.209,0.332,0.005,0.08199999999999999,0.0,12.86
65,66_B,0.042782608695652175,0.928927536231884,0.001971014492753623,0.026318840579710144,8.625000000000002,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.98,0.075,0.0,0.071,5.513,0.021,0.0,0.0,2.416,0.038,0.0,0.0,0.083,0.0,0.0,0.017,0.0,0.055,0.0,0.13,0.0,25.7
66,67_B,0.08190772420943493,0.7157076205287713,0.0671850699844479,0.13519958527734574,9.645,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.005,0.0,2.68,0.22699999999999998,0.0,0.174,4.854,0.0,0.35,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.16399999999999998,2.049,0.0,0.175,0.373,0.18600000000000003,0.44,0.22399999999999998,25.85
67,68_B,0.08094500387296669,0.5507358636715725,0.029434546862896975,0.33888458559256385,5.164,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2.35,0.008,0.358,0.442,1.73,0.193,0.134,0.152,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.7559999999999999,0.0,0.24,0.831,0.0,0.261,0.0,12.14
68,69_B,0.033376241265171025,0.8100404560500184,0.05296064729680031,0.1036226553880103,10.876,0.0,0.005,0.0,0.0,0.0,0.43799999999999994,0.0,0.0,0.0,2.92,0.091,0.635,0.391,7.837000000000001,0.353,0.233,0.05,0.0,0.0,0.0,0.0,0.0,0.021,0.33799999999999997,0.0,0.038,0.213,0.02,0.125,0.08800000000000001,31.76
69,70_B,0.20208981769675416,0.5818141396176079,0.16963094708759452,0.04646509559804358,8.995999999999997,0.0,0.001,0.0,0.0,0.0,0.409,0.0,0.0,0.0,2.21,0.0,0.0,0.087,3.4360000000000004,0.048,0.37200000000000005,1.117,0.0,0.145,0.0,1.3,1.798,0.092,0.0,0.0,0.0,0.191,0.0,0.0,0.0,19.88
70,71_B,0.04199475065616798,0.2440944881889764,0.04724409448818897,0.6666666666666666,0.381,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.006500000000000001,0.0,1.3,0.037000000000000005,0.0,0.035,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.036000000000000004,0.018000000000000002,0.0,0.042,0.002,0.0,0.0,0.5
71,72_B,0.16925083321257792,0.3957397478626286,0.12911172293870454,0.30589769598608896,6.901000000000002,0.0,0.18899999999999997,0.0,0.0,0.535,0.0,0.0,0.01,0.0,1.77,0.081,0.0,0.10099999999999999,1.94,0.244,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.29600000000000004,0.7909999999999999,0.10300000000000001,0.88,0.499,0.0,0.444,0.74,12.21
72,73_B,0.18922229026331905,0.6044090630740967,0.0,0.20636864666258425,1.633,0.0,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.091,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23199999999999998,0.013999999999999999,0.0,0.0,3.71
73,74_B,0.03525818989450305,0.7706829539144919,0.03359244863964464,0.16046640755136032,7.204,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.066,0.0,2.87,0.012,0.0,0.382,3.833,0.21100000000000002,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.069,1.719,0.0,0.129,0.287,0.0,0.035,0.242,20.68
