,ID,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Non_combust_wt_%,Total_weight_(kg),energy_kWh_per_kg,total_energy_kWh,cardboard,paper,eps,plastic_bags,flexibles_film,other_plastic,jars,food,textiles,other_organics,aluminium_cans,steel_cans,lpb,pp,pet_bottles,nappies,aluminium_recyclable,batteries,other
110,112,0.9784449576597384,0.0030792917628945345,0.013086989992301772,0.005388760585065436,5.196000000000001,3.1,16.11,0.0,0.016,0.0,0.004,0.06,0.004,0.0,1.364,0.0,3.72,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,113,1.0,0.0,0.0,0.0,0.336,3.12,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,114,0.7845601436265709,0.011071214841412326,0.10682226211849193,0.09754637941352484,13.367999999999999,2.74,36.63,0.076,0.072,0.04,0.636,0.404,0.204,0.296,10.488,0.0,0.0,0.664,0.344,0.0,0.0,0.144,0.0,0.0,0.0,0.0
113,115,0.8083333333333333,0.008333333333333333,0.18333333333333335,0.0,0.48,3.0,1.44,0.004,0.0,0.0,0.004,0.084,0.0,0.0,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,116,0.9776951672862455,0.0,0.002788104089219331,0.01951672862453532,8.608,3.06,26.34,0.0,0.0,0.0,0.0,0.004,0.02,0.0,6.216,0.0,2.2,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,117,0.8881516587677725,0.00947867298578199,0.01895734597156398,0.0834123222748815,4.220000000000001,2.85,12.03,0.0,0.04,0.0,0.0,0.08,0.0,0.0,3.748,0.0,0.0,0.252,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,118,0.8990825688073394,0.01529051987767584,0.00764525993883792,0.0779816513761468,2.6159999999999997,2.87,7.51,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.352,0.112,0.092,0.04,0.0,0.0,0.0,0.0,0.0,0.0
117,119,0.7576601671309192,0.10584958217270196,0.057567316620241414,0.07892293407613742,2.154,2.75,5.92,0.164,0.044,0.0,0.02,0.052,0.048,0.0,1.632,0.02,0.0,0.11,0.06,0.0,0.004,0.0,0.0,0.0,0.0,0.0
118,120,0.8804034582132565,0.0,0.010806916426512969,0.10878962536023055,5.552,2.78,15.43,0.0,0.0,0.04,0.0,0.016,0.004,0.0,4.888,0.0,0.0,0.3,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,121,0.9656538969616909,0.0,0.0,0.034346103038309116,6.056,3.01,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.848,0.0,0.0,0.08,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,122,0.9909456740442656,0.009054325955734405,0.0,0.0,3.976,3.12,12.41,0.036,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,123,0.9136212624584719,0.004983388704318937,0.012458471760797342,0.06893687707641195,4.816000000000001,2.9,13.97,0.024,0.0,0.0,0.0,0.032,0.0,0.0,4.4,0.0,0.0,0.212,0.12,0.0,0.0,0.028,0.0,0.0,0.0,0.0
122,124,1.0,0.0,0.0,0.0,11.976,3.12,37.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,125,0.8484848484848485,0.030303030303030304,0.018648018648018648,0.10256410256410256,1.716,2.78,4.77,0.052,0.0,0.0,0.0,0.032,0.0,0.0,1.456,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,126,0.957240038872692,0.0,0.042759961127308066,0.0,4.116,3.11,12.8,0.0,0.0,0.0,0.0,0.172,0.004,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,127,0.8142857142857143,0.04821428571428571,0.09999999999999999,0.0375,2.24,2.92,6.54,0.104,0.004,0.0,0.048,0.14,0.02,0.0,1.824,0.0,0.0,0.084,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0
126,128,0.0,0.1293103448275862,0.2126436781609195,0.6580459770114943,1.3920000000000001,0.0,0.0,0.0,0.18,0.0,0.064,0.192,0.04,0.0,0.0,0.0,0.0,0.464,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,129,0.628099173553719,0.0,0.028925619834710745,0.34297520661157027,0.968,2.02,1.96,0.0,0.0,0.0,0.004,0.004,0.02,0.0,0.608,0.0,0.0,0.216,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,130,0.9641393442622951,0.0,0.0,0.03586065573770492,3.904,3.01,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.764,0.072,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,131,0.8892061679040547,0.03198172472872644,0.021701884637350087,0.05711022272986865,7.004,2.92,20.45,0.0,0.224,0.0,0.004,0.14,0.008,0.0,6.228,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,132,0.3105756358768407,0.5140562248995985,0.13654618473895583,0.03882195448460509,2.988,1.6,4.78,0.252,1.256,0.0,0.092,0.204,0.112,0.0,0.928,0.028,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,133,0.8133971291866029,0.0,0.07416267942583732,0.1124401913875598,1.6720000000000002,2.72,4.55,0.0,0.0,0.0,0.024,0.04,0.0,0.0,1.36,0.0,0.0,0.052,0.136,0.0,0.0,0.06,0.0,0.0,0.0,0.0
132,134,0.8684503901895206,0.0,0.02564102564102564,0.10590858416945373,3.588,2.78,9.97,0.0,0.0,0.0,0.0,0.088,0.004,0.0,3.116,0.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,135,0.798549556809025,0.0306204673650282,0.0515713134568896,0.1192586623690572,17.374000000000002,2.7,46.91,0.0,0.0,0.056,0.28,0.56,0.0,0.0,13.874,0.0,0.0,0.728,1.344,0.532,0.0,0.0,0.0,0.0,0.0,0.0
134,136,0.3897559023609443,0.2501000400160064,0.16726690676270506,0.1928771508603441,17.493,1.72,30.09,0.0,2.408,0.07,0.994,0.826,1.036,0.0,3.024,1.967,0.0,0.0,1.134,0.0,0.0,0.0,3.794,1.827,0.0,0.413
135,137,0.5976534554299614,0.06038059808270138,0.19058520532264983,0.15138074116468736,48.922999999999995,2.33,113.99,2.38,0.182,0.476,3.752,1.995,0.203,0.0,29.239,0.0,0.0,5.908,0.854,0.392,0.217,2.681,0.0,0.0,0.308,0.336
136,138,0.0,0.11594202898550723,0.577152600170503,0.3069053708439898,16.422,0.0,0.0,1.736,0.168,0.098,6.048,1.512,0.0,1.302,0.0,0.0,0.0,2.338,1.4,0.0,0.0,1.82,0.0,0.0,0.0,0.0
137,140,0.6623843782117164,0.04110996916752313,0.23792394655704013,0.05858170606372046,27.244,2.64,71.92,0.266,0.112,0.0,0.938,1.022,2.898,0.0,18.046,0.0,0.0,1.05,0.546,0.742,0.0,1.624,0.0,0.0,0.0,0.0
138,141,0.3905325443786982,0.015384615384615384,0.12307692307692307,0.4710059171597633,11.830000000000002,1.39,16.44,0.182,0.0,0.266,0.322,0.434,0.0,0.0,4.62,0.0,0.0,4.578,0.994,0.0,0.0,0.434,0.0,0.0,0.0,0.0
139,142,0.29656706929434196,0.08137317228226318,0.09122695486331849,0.5308328035600762,22.021999999999995,1.08,23.78,0.0,1.54,0.112,0.588,0.574,0.735,5.362,3.521,0.0,3.01,4.732,1.218,0.252,0.0,0.0,0.0,0.056,0.0,0.322
140,143,0.8623767900316162,0.021387390738329924,0.10265947554398362,0.013576343686070299,37.639,3.02,113.67,0.805,0.0,0.0,1.064,2.198,0.112,0.0,4.445,0.0,0.0,0.511,0.0,0.0,0.371,0.119,28.014,0.0,0.0,0.0
141,144,0.0,0.1810699588477366,0.1646090534979424,0.654320987654321,6.804,0.0,0.0,1.05,0.182,0.0,0.182,0.252,0.056,0.0,0.0,0.0,0.0,0.658,3.794,0.0,0.0,0.63,0.0,0.0,0.0,0.0
142,145,0.38226637233259747,0.07873436350257543,0.4694628403237675,0.0695364238410596,19.026,1.85,35.2,1.498,0.0,0.0,1.61,0.518,0.0,0.0,7.273,0.0,0.0,0.0,0.763,0.0,0.0,6.804,0.0,0.56,0.0,0.0
143,146,0.6056034482758621,0.08405172413793105,0.13577586206896552,0.17456896551724138,6.496,2.3,14.94,0.07,0.476,0.112,0.056,0.224,0.0,0.0,3.934,0.0,0.0,0.294,0.84,0.0,0.0,0.49,0.0,0.0,0.0,0.0
144,147,0.9868852459016393,0.0,0.013114754098360654,0.0,4.2700000000000005,3.12,13.32,0.0,0.0,0.0,0.056,0.0,0.0,0.0,4.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,148,0.12913907284768214,0.0,0.2980132450331126,0.5728476821192053,4.228000000000001,0.52,2.2,0.0,0.0,0.0,0.35,0.714,0.0,0.0,0.0,0.0,0.546,1.344,1.078,0.0,0.0,0.196,0.0,0.0,0.0,0.0
146,149,0.36482694106641717,0.0,0.06548175865294667,0.5696913002806361,7.4830000000000005,1.21,9.05,0.0,0.0,0.0,0.0,0.056,0.056,0.0,0.0,0.0,2.73,1.995,1.372,0.0,0.378,0.0,0.0,0.896,0.0,0.0
147,150,0.19328307059629882,0.43660041124057575,0.3111720356408499,0.05894448252227552,20.426,1.05,21.45,4.158,0.602,0.112,3.598,0.658,0.714,0.0,0.0,3.962,3.948,1.204,0.0,0.196,0.0,1.274,0.0,0.0,0.0,0.0
148,151,0.10191082802547771,0.14012738853503184,0.22929936305732485,0.5286624203821656,2.198,0.44,0.97,0.196,0.112,0.0,0.224,0.28,0.0,0.0,0.224,0.0,0.0,1.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,152,0.5207877461706784,0.0,0.18818380743982493,0.29102844638949676,6.398,1.93,12.35,0.0,0.0,0.0,0.756,0.448,0.0,0.0,0.0,0.0,0.0,1.862,0.0,0.0,0.0,0.0,3.332,0.0,0.0,0.0
150,153,0.0,0.0,0.38532110091743116,0.6146788990825688,4.578,0.0,0.0,0.0,0.0,0.112,0.602,0.441,0.021,0.0,0.0,0.0,0.0,2.814,0.0,0.0,0.0,0.588,0.0,0.0,0.0,0.0
151,154,0.35782747603833864,0.038338658146964855,0.36741214057507987,0.2364217252396166,4.382000000000001,1.57,6.88,0.0,0.0,0.364,0.224,0.406,0.112,0.0,1.568,0.0,0.0,1.036,0.0,0.168,0.252,0.252,0.0,0.0,0.0,0.0
152,155,0.0,0.0,0.7115384615384616,0.28846153846153844,1.456,0.0,0.0,0.0,0.0,0.0,0.35,0.686,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,156,0.34561709550806796,0.22088966419537723,0.27082424771042296,0.1626689925861317,32.102,1.61,51.68,4.242,0.476,0.07,1.498,1.288,2.163,0.98,6.944,2.373,0.0,0.28,2.254,0.0,0.0,3.675,4.151,1.533,0.0,0.175
154,157,0.8496420047732696,0.04415274463007159,0.1062052505966587,0.0,11.732,3.05,35.78,0.518,0.0,0.0,0.308,0.812,0.126,0.0,9.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,158,0.2119514472455649,0.04481792717086835,0.36041083099906623,0.3828197945845005,14.994,0.93,13.94,0.504,0.168,0.574,1.694,2.016,0.14,2.058,3.178,0.0,0.0,1.918,1.666,0.0,0.0,0.98,0.0,0.098,0.0,0.0
156,159,0.6105947955390335,0.2472118959107807,0.08178438661710037,0.0604089219330855,15.064,2.53,38.11,0.168,0.504,0.0,0.406,0.28,0.154,0.0,8.036,3.052,1.162,0.91,0.0,0.0,0.0,0.392,0.0,0.0,0.0,0.0
157,160,0.568445475638051,0.15661252900232017,0.21693735498839903,0.05800464037122969,12.068000000000001,2.44,29.45,1.666,0.224,0.0,1.386,1.232,0.0,0.0,6.86,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.476,0.0,0.0
158,161,0.7317187867387727,0.08182459440395015,0.1081589466259111,0.0782976722313661,29.771000000000004,2.72,80.98,0.812,0.77,0.182,0.952,0.994,0.175,0.0,19.376,0.161,2.408,2.24,0.0,0.693,0.0,0.917,0.0,0.091,0.0,0.0
159,162,0.7654614652711704,0.003330161750713606,0.09372026641294005,0.13748810656517602,29.428000000000004,2.62,77.1,0.098,0.0,0.112,1.358,1.12,0.014,0.0,0.0,0.0,14.476,4.046,0.0,0.0,0.0,0.154,8.05,0.0,0.0,0.0
160,163,0.9881235154394299,0.0,0.011876484560570073,0.0,5.894,3.12,18.39,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,5.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,164,0.8409596255119953,0.034874195435927444,0.04903452311293154,0.0751316559391457,59.815,2.84,169.87,0.0,0.0,0.007,1.344,0.336,0.588,0.0,0.0,2.086,50.302,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,4.494
162,165,0.5508982035928145,0.411764705882353,0.02148643888693202,0.01585065163790067,39.746,2.46,97.78,0.56,0.0,0.0,0.168,0.42,0.266,0.0,21.896,15.806,0.0,0.252,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,166,0.828747977048698,0.049139326173311765,0.071796380756216,0.05031631602177432,47.579,2.9,137.98,0.504,1.512,0.168,0.98,1.022,0.0,0.0,0.0,0.322,39.431,2.394,0.0,0.0,0.0,1.246,0.0,0.0,0.0,0.0
164,167,0.38963963963963966,0.37837837837837834,0.21396396396396397,0.018018018018018018,6.216,1.94,12.06,2.352,0.0,0.14,0.952,0.238,0.0,0.0,0.0,0.0,2.422,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,168,0.22401433691756273,0.15053763440860216,0.5824372759856631,0.043010752688172046,7.811999999999999,1.21,9.45,1.176,0.0,0.0,4.55,0.0,0.0,0.0,1.75,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,169,0.0,0.0,1.0,0.0,1.246,0.0,0.0,0.0,0.0,0.14,0.7,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0
167,170,0.4097938144329897,0.012886597938144331,0.2809278350515464,0.2963917525773196,5.432,1.65,8.96,0.07,0.0,0.14,0.28,0.602,0.0,0.0,1.946,0.0,0.28,1.54,0.0,0.0,0.0,0.504,0.0,0.07,0.0,0.0
168,171,0.0,0.0,0.396551724137931,0.603448275862069,0.8119999999999999,0.0,0.0,0.0,0.0,0.0,0.224,0.098,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,172,0.0,0.15436241610738258,0.6845637583892618,0.16107382550335572,2.086,0.0,0.0,0.322,0.0,0.0,0.77,0.364,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0
170,173,0.6552498596294217,0.0673778775968557,0.2077484559236384,0.06962380685008421,24.933999999999997,2.61,65.08,1.288,0.0,0.084,1.736,0.77,0.56,0.0,9.856,0.392,6.482,1.246,0.126,0.0,0.182,1.848,0.0,0.0,0.0,0.364
171,174,0.9777424483306837,0.0,0.022257551669316374,0.0,17.612000000000002,3.12,54.95,0.0,0.0,0.0,0.0,0.392,0.0,0.0,16.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106,0.0,0.0,0.0
172,175,0.016018306636155607,0.36867531146707355,0.5491990846681921,0.06610729722857869,5.506200000000001,0.1,0.55,1.862,0.168,0.364,0.7,0.56,0.336,0.0,0.0882,0.0,0.0,0.0,0.364,0.0,0.126,0.938,0.0,0.0,0.0,0.0
173,212,0.7159493670886076,0.06556962025316457,0.18506329113924053,0.033417721518987344,3.9499999999999997,2.79,11.02,0.06,0.184,0.13,0.165,0.336,0.1,0.132,2.828,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,213,0.5525773195876289,0.1134020618556701,0.15051546391752577,0.18350515463917524,0.9700000000000001,2.18,2.11,0.0,0.098,0.03,0.034,0.052,0.03,0.0,0.536,0.0,0.0,0.178,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
175,214,0.6132785763175906,0.2655715263518138,0.11704312114989732,0.004106776180698152,2.9219999999999997,2.64,7.71,0.562,0.214,0.0,0.034,0.182,0.126,0.0,1.792,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,215,0.32014607425441266,0.4065733414485697,0.22154595252586734,0.05173463177115034,3.2860000000000005,1.63,5.36,1.258,0.024,0.002,0.034,0.648,0.028,0.0,0.948,0.0,0.0,0.042,0.0,0.054,0.0,0.016,0.104,0.0,0.0,0.128
177,216,0.4159907300115875,0.2838933951332561,0.238702201622248,0.06141367323290846,1.726,1.98,3.42,0.392,0.056,0.0,0.08,0.258,0.074,0.0,0.718,0.012,0.0,0.0,0.106,0.03,0.0,0.0,0.0,0.0,0.0,0.0
178,217,0.0,0.8993865030674847,0.00245398773006135,0.09815950920245399,1.63,0.0,0.0,1.466,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,218,0.684313725490196,0.17058823529411762,0.06470588235294118,0.0803921568627451,1.02,2.64,2.69,0.0,0.174,0.0,0.028,0.038,0.0,0.0,0.696,0.0,0.002,0.014,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,219,0.5872249060654858,0.23993558776167473,0.1411701556629093,0.03166935050993022,3.726,2.53,9.43,0.446,0.448,0.04,0.182,0.018,0.0,0.0,2.188,0.0,0.0,0.118,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0
181,220,0.17567567567567566,0.6277641277641277,0.03562653562653562,0.16093366093366093,1.6280000000000003,0.91,1.48,0.91,0.112,0.03,0.002,0.026,0.0,0.0,0.286,0.0,0.0,0.032,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,221,0.0,0.0,1.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
183,222,0.14059405940594058,0.8237623762376237,0.03564356435643565,0.0,1.01,0.82,0.83,0.0,0.832,0.0,0.018,0.016,0.002,0.0,0.102,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,223,0.0,0.29693251533742326,0.7030674846625767,0.0,1.6300000000000001,0.0,0.0,0.338,0.146,0.0,0.002,0.876,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
185,224,0.19920318725099598,0.597609561752988,0.09960159362549799,0.1035856573705179,0.502,1.05,0.53,0.252,0.022,0.0,0.002,0.014,0.034,0.0,0.0,0.026,0.1,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,225,0.8227445997458704,0.0698856416772554,0.09275730622617537,0.014612452350698857,3.1479999999999997,2.98,9.38,0.04,0.05,0.01,0.134,0.1,0.0,0.0,2.59,0.13,0.0,0.046,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0
187,226,0.8631516587677726,0.0029620853080568723,0.05983412322274882,0.0740521327014218,3.3760000000000003,2.86,9.66,0.01,0.0,0.0,0.128,0.074,0.0,0.0,2.914,0.0,0.0,0.084,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,227,0.8895705521472392,0.010224948875255624,0.03680981595092025,0.06339468302658487,0.978,2.9,2.84,0.0,0.01,0.0,0.012,0.022,0.002,0.0,0.87,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,228,0.1677997015420328,0.0029845796716962357,0.3561598408224175,0.4730558779638534,12.061999999999998,0.71,8.56,0.0,0.0,0.0,0.94,1.94,0.324,0.612,0.0,0.0,2.024,4.204,0.224,0.036,0.0,1.092,0.0,0.0,0.0,0.666
190,229,0.4758064516129032,0.09677419354838711,0.26612903225806456,0.16129032258064516,1.488,2.02,3.01,0.0,0.1,0.0,0.092,0.1,0.168,0.0,0.708,0.044,0.0,0.124,0.116,0.0,0.0,0.036,0.0,0.0,0.0,0.0
191,230,0.9990167158308753,0.0,0.0009832841691248771,0.0,4.068,3.12,12.69,0.0,0.0,0.0,0.0,0.004,0.0,0.0,4.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,231,0.9807909604519773,0.0,0.0,0.0192090395480226,3.54,3.06,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.472,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,232,0.4025695931477516,0.0,0.07842612419700214,0.5190042826552462,7.472,1.35,10.09,0.0,0.0,0.0,0.136,0.106,0.0,0.0,0.0,0.0,3.008,2.878,1.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0
194,233,0.8612143742255266,0.008674101610904586,0.027261462205700124,0.10285006195786867,3.2279999999999998,2.78,8.97,0.0,0.028,0.0,0.0,0.056,0.032,0.0,2.78,0.0,0.0,0.076,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,234,0.978862973760933,0.0,0.021137026239067058,0.0,5.4879999999999995,3.12,17.12,0.0,0.0,0.0,0.0,0.116,0.0,0.0,5.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,235,0.9994051160023796,0.0,0.000594883997620464,0.0,6.724,3.12,20.98,0.0,0.0,0.0,0.0,0.004,0.0,0.0,3.36,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,236,0.9945305378304466,0.0,0.0054694621695533276,0.0,4.388,3.12,13.69,0.0,0.0,0.0,0.0,0.024,0.0,0.0,4.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,237,0.8944060339409177,0.0069138906348208675,0.008799497171590195,0.08988057825267128,6.364,2.83,18.01,0.044,0.0,0.0,0.0,0.016,0.0,0.0,5.692,0.0,0.0,0.156,0.06,0.0,0.0,0.04,0.0,0.0,0.356,0.0
199,238,0.6688851913477538,0.05990016638935109,0.11314475873544094,0.15806988352745424,2.404,2.45,5.89,0.14,0.004,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.608,0.14,0.24,0.0,0.0,0.032,0.0,0.0,0.0,0.0
200,239,0.7402190923317683,0.06416275430359937,0.10954616588419407,0.08607198748043818,2.556,2.71,6.93,0.138,0.026,0.0,0.014,0.21,0.016,0.0,1.892,0.0,0.0,0.22,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
201,240,0.8682968682968684,0.061776061776061784,0.0072930072930072936,0.06263406263406263,9.324,2.9,27.04,0.02,0.556,0.0,0.0,0.068,0.0,0.0,0.0,0.0,8.096,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368
202,241,0.9154746423927177,0.0,0.05071521456436931,0.03381014304291287,1.5379999999999998,3.0,4.61,0.0,0.0,0.0,0.02,0.048,0.01,0.0,0.0,0.0,1.408,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,242,0.2699435938759065,0.057211925866236905,0.4512489927477841,0.22159548751007252,4.964,1.27,6.3,0.216,0.068,0.0,0.292,1.236,0.16,0.0,1.34,0.0,0.0,0.82,0.28,0.0,0.0,0.552,0.0,0.0,0.0,0.0
204,243,1.0,0.0,0.0,0.0,2.14,3.12,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,244,0.9700647249190938,0.0,0.006472491909385113,0.023462783171521034,14.832,3.05,45.24,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,14.388,0.22,0.128,0.0,0.016,0.04,0.0,0.0,0.0,0.0
206,245,0.8843338213762811,0.0417276720351391,0.027086383601756955,0.04685212298682285,2.732,2.95,8.06,0.114,0.0,0.0,0.002,0.072,0.0,0.0,2.416,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.112
207,246,0.6502024291497975,0.24372469635627528,0.08502024291497975,0.021052631578947364,4.94,2.69,13.29,1.204,0.0,0.0,0.004,0.2,0.0,0.0,0.0,0.0,3.212,0.104,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0
208,247,0.7720125786163523,0.03223270440251572,0.10062893081761008,0.09512578616352202,2.544,2.73,6.95,0.0,0.06,0.0,0.004,0.096,0.046,0.0,1.964,0.022,0.0,0.034,0.0,0.0,0.004,0.106,0.0,0.0,0.0,0.208
209,248,0.7958183600130676,0.0,0.011107481215289122,0.19307415877164325,12.244,2.51,30.73,0.0,0.0,0.0,0.0,0.0,0.0,1.088,9.744,0.0,0.0,1.016,0.26,0.0,0.0,0.136,0.0,0.0,0.0,0.0
210,249,0.29612546125461253,0.5525830258302582,0.04428044280442804,0.1070110701107011,2.168,1.47,3.19,1.196,0.002,0.0,0.004,0.092,0.0,0.0,0.642,0.0,0.0,0.116,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,250,0.6678082191780823,0.0,0.06763698630136987,0.264554794520548,4.672000000000001,2.22,10.37,0.0,0.0,0.0,0.0,0.128,0.0,0.572,3.12,0.0,0.0,0.448,0.216,0.0,0.088,0.1,0.0,0.0,0.0,0.0
212,251,0.9830938292476754,0.013524936601859678,0.0033812341504649195,0.0,2.366,3.12,7.38,0.032,0.0,0.0,0.0,0.008,0.0,0.0,2.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,252,0.8424242424242424,0.006060606060606061,0.035016835016835016,0.1164983164983165,5.94,2.74,16.28,0.032,0.004,0.0,0.044,0.14,0.024,0.0,0.604,0.0,4.4,0.392,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1
214,253,0.34229137199434223,0.014144271570014143,0.1966053748231966,0.4469589816124469,1.414,1.29,1.82,0.02,0.0,0.0,0.0,0.048,0.078,0.322,0.0,0.0,0.484,0.068,0.062,0.0,0.0,0.152,0.0,0.0,0.18,0.0
215,254,0.9874551971326165,0.0,0.0005973715651135007,0.011947431302270013,6.696,3.08,20.62,0.0,0.0,0.0,0.0,0.004,0.0,0.0,6.612,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,255,0.7905337361530714,0.011748909029875798,0.1144679422625042,0.0832494125545485,5.958,2.78,16.56,0.0,0.0,0.0,0.01,0.254,0.01,0.0,0.0,0.07,4.71,0.316,0.0,0.0,0.01,0.398,0.0,0.0,0.0,0.18
217,256,0.9859060402684564,0.0,0.0006711409395973154,0.013422818791946308,5.96,3.08,18.36,0.0,0.0,0.0,0.0,0.004,0.0,0.0,5.876,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,257,0.913249211356467,0.0035488958990536282,0.046529968454258684,0.03667192429022083,5.072,2.99,15.17,0.018,0.0,0.0,0.0,0.226,0.0,0.0,4.632,0.0,0.0,0.186,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
