,ID,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Non_combust_wt_%,Total_weight_(kg),energy_kWh_per_kg,total_energy_kWh,eps,plastic_bags,pet_bottles,pp,flexibles_film,other_plastic,feminine_hygiene,cardboard,drinkbags,nappies,hdpe_bottles,paper,aluminium_cans,jars,other_organics,food,lpb,aluminium_recyclable,steel_cans,other_sanitary_waste,textiles,other,bottles_wine_and_spirits,bottles_cds,other_metal,other_glass
130,131,0.5057155921353452,0.06835848193872884,0.21513488797439415,0.21079103795153173,4.374,2.02,8.84,0.056,0.541,0.145,0.02,0.131,0.026,0.064,0.225,0.011,0.0,0.0,0.074,0.063,0.0,0.0,2.148,0.0,0.022,0.0,0.0,0.0,0.822,0.0,0.0,0.0,0.015
131,132,0.8344865762524218,0.07998892886797676,0.056185995017990584,0.02933849986161085,3.6130000000000004,2.96,10.69,0.0,0.062,0.055,0.0,0.044,0.0,0.14,0.229,0.0,0.0,0.042,0.0,0.0,0.0,0.0,2.875,0.06,0.031,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,133,0.3261252200150868,0.02263012320844858,0.10673874779984914,0.5445059089766155,7.954000000000001,1.15,9.15,0.136,0.215,0.15,0.039,0.279,0.0,0.45,0.093,0.03,1.062,0.0,0.027,0.0,0.462,0.0,1.082,0.06,0.0,0.0,0.0,0.0,0.0,0.199,3.67,0.0,0.0
133,134,0.330649219929542,0.2798188223452441,0.3844992450931051,0.0050327126321087065,1.9869999999999999,1.72,3.42,0.017,0.0,0.081,0.119,0.189,0.167,0.0,0.253,0.191,0.0,0.0,0.252,0.0,0.0,0.0,0.657,0.021,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
134,135,0.0,0.624709347388002,0.02666253294062936,0.3486281196713688,6.451000000000001,0.0,0.0,0.0,0.051,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.955,0.0,2.249,0.0,0.0,0.0
135,136,0.8478154148257241,0.013254786450662739,0.13892979872361316,0.0,2.037,3.05,6.21,0.002,0.057,0.174,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.05,0.027,0.0,0.0,1.126,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,137,0.7218870843000773,0.09064191802010829,0.04052590873936582,0.14694508894044855,6.465000000000001,2.55,16.49,0.012,0.07,0.054,0.0,0.126,0.0,0.0,0.404,0.0,0.0,0.0,0.134,0.0,0.0,0.0,4.667,0.048,0.05,0.143,0.0,0.0,0.254,0.503,0.0,0.0,0.0
137,138,0.46717661833542645,0.2458043155611371,0.14876127411804996,0.13825779198538643,8.759,2.03,17.78,0.023,0.442,0.324,0.0,0.149,0.244,0.0,0.517,0.005,0.0,0.116,1.233,0.0,0.225,2.064,2.028,0.0,0.005,0.0,0.0,0.403,0.0,0.0,0.981,0.0,0.0
138,139,0.7048120660761311,0.20708642566435237,0.08810150825951639,0.0,4.176999999999999,2.85,11.9,0.049,0.166,0.055,0.0,0.048,0.0,0.0,0.153,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.972,0.0,0.0,0.0,0.972,0.712,0.0,0.0,0.0,0.0,0.0
139,140,0.5514582634931278,0.18739523969158564,0.25879986590680526,0.002346630908481395,2.983,2.49,7.43,0.142,0.097,0.464,0.006,0.05,0.013,0.397,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,1.248,0.0,0.007,0.0,0.0,0.492,0.0,0.0,0.0,0.0,0.0
140,141,0.748303844618864,0.01756019688705601,0.19129972063323133,0.04283623786084875,7.5169999999999995,2.82,21.2,0.276,0.216,0.68,0.011,0.206,0.0,0.0,0.0,0.049,4.926,0.0,0.089,0.025,0.0,0.0,0.699,0.0,0.202,0.095,0.0,0.043,0.0,0.0,0.0,0.0,0.0
141,142,0.667737712721647,0.011781506604784005,0.08413661787456861,0.23634416279900033,8.403,2.28,19.16,0.07,0.24,0.114,0.005,0.1,0.173,0.0,0.0,0.005,0.0,0.0,0.099,0.0,0.758,0.0,5.152,0.0,0.026,0.314,0.459,0.0,0.888,0.0,0.0,0.0,0.0
142,143,0.09952410511069729,0.32526381129733084,0.45851438030208974,0.11669770328988206,4.833,0.55,2.66,0.06,0.566,0.626,0.0,0.725,0.102,0.115,0.0,0.021,0.101,0.116,0.0,0.0,0.139,0.265,0.0,0.0,0.05,0.375,0.0,1.572,0.0,0.0,0.0,0.0,0.0
143,144,0.68430359085963,0.04896626768226332,0.19491294885745372,0.07181719260065288,7.352,2.65,19.48,0.325,0.327,0.36,0.049,0.162,0.061,0.533,0.0,0.149,0.0,0.0,0.187,0.0,0.252,0.0,3.96,0.0,0.016,0.181,0.538,0.173,0.0,0.0,0.0,0.079,0.0
144,145,0.6802654214794791,0.034775129024330304,0.14585893339886952,0.1391005160973212,8.137999999999998,2.5,20.34,0.085,0.137,0.32,0.0,0.364,0.038,0.58,0.0,0.005,0.0,0.238,0.249,0.018,0.0,0.0,4.956,0.0,0.007,0.149,0.0,0.034,0.0,0.0,0.0,0.958,0.0
145,146,0.7088241831518114,0.04067570571238052,0.08424094243165146,0.16625916870415647,4.4990000000000006,2.49,11.2,0.0,0.057,0.043,0.0,0.051,0.033,0.137,0.0,0.005,0.0,0.19,0.172,0.0,0.03,0.0,3.052,0.011,0.0,0.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,147,0.786964856230032,0.09277955271565495,0.10287539936102238,0.017380191693290737,7.824999999999999,2.93,22.93,0.228,0.052,0.069,0.222,0.085,0.057,0.0,0.199,0.0,0.0,0.092,0.527,0.0,0.0,0.249,4.635,0.0,0.019,0.069,1.274,0.0,0.048,0.0,0.0,0.0,0.0
147,148,0.25462164160709877,0.026620655656889324,0.5181168350998274,0.20064086763618436,4.057,1.23,4.99,0.216,0.25,0.232,0.0,1.287,0.077,0.0,0.0,0.04,0.0,0.0,0.108,0.0,0.41,0.0,1.033,0.0,0.04,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,149,0.5058885108610311,0.4239727819942424,0.04606124051295472,0.024077466631771786,3.8209999999999993,2.32,8.86,0.063,0.042,0.0,0.0,0.031,0.0,0.211,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.0,1.722,0.0,0.062,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0
149,150,0.7760095484384324,0.03839267953053511,0.165307340362045,0.020290431668987467,5.026999999999999,2.91,14.63,0.037,0.197,0.113,0.005,0.449,0.0,0.67,0.0,0.015000000000000001,1.42,0.0,0.102,0.0,0.0,0.0,1.811,0.0,0.072,0.0,0.0,0.091,0.0,0.0,0.0,0.03,0.0
150,151,0.5199329359165425,0.048248882265275704,0.24310730253353202,0.18871087928464977,5.367999999999999,2.09,11.22,0.038,0.067,0.485,0.024,0.313,0.04,0.0,0.15,0.026,0.0,0.312,0.0,0.0,0.0,0.0,1.568,0.079,0.037,0.173,1.223,0.03,0.0,0.0,0.803,0.0,0.0
151,152,0.9950131727512231,0.0,0.004986827248776816,0.0,10.628,3.12,33.16,0.0,0.027,0.021,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,10.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,153,0.7659574468085106,0.0,0.1274607277788825,0.10658182541260688,5.028999999999999,2.69,13.53,0.058,0.12,0.368,0.005,0.04,0.0,0.322,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,3.53,0.0,0.173,0.05,0.0,0.0,0.0,0.0,0.313,0.0,0.0
153,154,0.8449222323879232,0.018069533394327538,0.13700823421774933,0.0,4.372,3.04,13.29,0.05,0.211,0.058,0.027,0.145,0.0,0.0,0.059,0.0,0.0,0.108,0.0,0.0,0.0,0.0,3.694,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,155,0.525172754195459,0.04392892398815399,0.4259624876604146,0.004935834155972359,2.0260000000000002,2.41,4.88,0.0,0.27,0.32,0.0,0.01,0.108,0.0,0.0,0.0,0.0,0.155,0.089,0.0,0.0,0.0,1.064,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,156,0.367699642431466,0.16686531585220502,0.3027413587604291,0.1626936829558999,1.6779999999999997,1.69,2.84,0.01,0.067,0.16,0.0,0.119,0.039,0.074,0.27,0.013000000000000001,0.0,0.087,0.01,0.0,0.253,0.0,0.543,0.0,0.003,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0
156,157,0.21655122129055776,0.0776522056142909,0.2672256653299307,0.4385709077652205,2.7430000000000003,0.91,2.5,0.144,0.348,0.133,0.007,0.068,0.0,0.0,0.071,0.0165,0.0,0.0,0.142,0.0,0.197,0.0,0.594,0.0,0.007,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158,0.7420249653259362,0.10078594544613963,0.07304669440591771,0.08414239482200647,4.326,2.72,11.77,0.0,0.008,0.0,0.0,0.037,0.009,0.0,0.138,0.0,0.0,0.262,0.298,0.0,0.259,0.0,2.935,0.0,0.045,0.06,0.275,0.0,0.0,0.0,0.0,0.0,0.0
158,159,0.3096085409252669,0.03558718861209965,0.5649466192170819,0.08985765124555162,1.124,1.55,1.74,0.067,0.055,0.027,0.0,0.014,0.0,0.348,0.0,0.0,0.0,0.472,0.04,0.019,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,160,0.5067817509247842,0.19112207151664612,0.27373612823674476,0.02836004932182491,0.811,2.32,1.88,0.102,0.08,0.0,0.009,0.031,0.0,0.107,0.0,0.0,0.0,0.0,0.12,0.023,0.0,0.0,0.304,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,161,0.7440774107440774,0.051718385051718385,0.19102435769102435,0.013179846513179848,5.993999999999999,2.88,17.26,0.154,0.071,0.149,0.019,0.25,0.452,0.218,0.0,0.006500000000000001,0.0,0.037,0.148,0.0,0.0,0.0,4.242,0.0,0.003,0.076,0.0,0.162,0.0,0.0,0.0,0.0,0.0
161,162,0.7732776617954071,0.07139874739039666,0.15532359081419625,0.0,2.395,2.96,7.09,0.029,0.045,0.255,0.002,0.023,0.0,0.02,0.0,0.018,0.0,0.0,0.085,0.0,0.0,0.0,1.832,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,163,0.24091381100726894,0.09605399792315679,0.15472481827622012,0.508307372793354,1.9260000000000002,0.94,1.81,0.025,0.032,0.136,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.055,0.185,0.01,0.0,0.0,0.464,0.0,0.002,0.033,0.0,0.0,0.0,0.446,0.488,0.0,0.0
163,164,0.28363636363636363,0.12242424242424242,0.5890909090909091,0.0048484848484848485,0.8250000000000001,1.51,1.25,0.024,0.059,0.07,0.005,0.249,0.051,0.0,0.0,0.005,0.0,0.023,0.101,0.0,0.0,0.0,0.234,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,165,0.2915821501014199,0.24797160243407707,0.2581135902636917,0.20233265720081137,1.9720000000000002,1.37,2.7,0.061,0.055,0.286,0.02,0.087,0.0,0.034,0.256,0.0,0.0,0.0,0.233,0.0,0.275,0.0,0.541,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,166,0.6314801782782079,0.11353506920009385,0.18273516303072956,0.0722495894909688,4.262999999999999,2.55,10.87,0.024,0.06,0.224,0.005,0.23,0.096,0.205,0.297,0.005,0.0,0.135,0.088,0.0,0.0,0.0,2.487,0.08,0.02,0.047,0.0,0.019,0.0,0.241,0.0,0.0,0.0
166,167,0.7167349981364144,0.06876630637346254,0.12504658963846443,0.08945210585165858,5.3660000000000005,2.67,14.33,0.118,0.11,0.266,0.066,0.047,0.0,0.0,0.0,0.0,0.0,0.064,0.319,0.101,0.251,0.0,3.846,0.05,0.041,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,168,0.7259370314842578,0.029685157421289354,0.22398800599700147,0.020389805097451273,3.335,2.84,9.47,0.0,0.077,0.462,0.014,0.136,0.047,0.0,0.03,0.011,0.0,0.0,0.019,0.0,0.0,0.0,1.494,0.05,0.008,0.06,0.927,0.0,0.0,0.0,0.0,0.0,0.0
168,169,0.18080000000000002,0.4789333333333333,0.19093333333333332,0.14933333333333335,1.875,0.94,1.76,0.0,0.049,0.0,0.0,0.029,0.229,0.339,0.0,0.0,0.0,0.051,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
169,170,0.7418283963227783,0.01710929519918284,0.06818181818181818,0.17288049029622063,3.9160000000000004,2.51,9.83,0.024,0.1,0.038,0.0,0.06,0.045,0.233,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,2.672,0.0,0.027,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,171,0.5266490765171504,0.3593667546174143,0.08073878627968338,0.03324538258575198,1.8949999999999998,2.37,4.49,0.006,0.051,0.024,0.0,0.0,0.045,0.0,0.347,0.027,0.0,0.0,0.112,0.008,0.0,0.0,0.998,0.012,0.055,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
171,172,0.235216240070609,0.3570167696381289,0.22021182700794353,0.18755516328331864,4.532,1.16,5.26,0.051,0.147,0.048,0.0,0.06,0.577,0.0,0.0,0.01,0.424,0.105,0.054,0.0,0.164,0.0,0.642,0.173,0.0,0.0,0.0,1.391,0.686,0.0,0.0,0.0,0.0
172,173,0.25125628140703515,0.5482970407593523,0.12451144611948631,0.07593523171412618,1.791,1.31,2.35,0.0,0.046,0.024,0.0,0.013,0.135,0.36,0.0,0.005,0.0,0.0,0.109,0.0,0.0,0.0,0.09,0.0,0.0,0.136,0.0,0.873,0.0,0.0,0.0,0.0,0.0
173,174,0.43524332810047095,0.07967032967032966,0.15149136577708006,0.33359497645211933,2.5479999999999996,1.67,4.26,0.071,0.048,0.04,0.0,0.208,0.019,0.107,0.076,0.0,0.0,0.0,0.105,0.0,0.421,0.0,1.002,0.022,0.042,0.36,0.0,0.0,0.0,0.0,0.0,0.027,0.0
174,175,0.9585639087596166,0.0,0.0176811985423134,0.02375489269806991,7.409000000000001,3.04,22.52,0.0,0.055,0.036,0.0,0.0,0.04,0.0,0.0,0.0,7.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0
175,176,0.8519827247742443,0.02905378877110326,0.09972516686297607,0.019238319591676486,2.547,3.0,7.64,0.0,0.101,0.0,0.0,0.113,0.03,0.0,0.0,0.01,0.0,0.0,0.047,0.0,0.0,0.026,2.144,0.0,0.049,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0
176,177,0.8542610571736785,0.019093851132686083,0.08511326860841424,0.041531823085221145,9.269999999999996,2.94,27.25,0.07,0.154,0.498,0.027,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.991,0.177,0.024,0.129,1.928,0.0,0.0,0.0,0.232,0.0,0.0
177,178,0.5169242809626297,0.00782625709254549,0.20191743298767367,0.2733320289571512,5.111,1.95,9.97,0.106,0.129,0.41,0.008,0.154,0.225,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2.642,0.0,0.142,0.0,0.0,0.0,0.0,1.255,0.0,0.0,0.0
178,179,0.8642939814814814,0.05034722222222221,0.08101851851851852,0.004340277777777777,3.456,3.05,10.54,0.075,0.045,0.0,0.012,0.05,0.098,0.192,0.174,0.0,1.075,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,180,0.8286281742091076,0.01560505036175344,0.15576677542913892,0.0,7.0489999999999995,3.03,21.36,0.321,0.109,0.099,0.039,0.072,0.12,0.0,0.073,0.0,0.0,0.338,0.0,0.0,0.0,0.0,4.281,0.0,0.0,0.0,1.56,0.037,0.0,0.0,0.0,0.0,0.0
180,211,0.013490725126475549,0.09443507588532885,0.8541315345699831,0.03794266441821248,1.186,0.08,0.09,0.125,0.09,0.164,0.039,0.502,0.083,0.0,0.0,0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.016,0.0,0.045,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0
181,212,0.21389891696750898,0.11371841155234656,0.28610108303249093,0.3862815884476534,1.1079999999999999,0.93,1.03,0.0,0.0,0.111,0.0,0.034,0.04,0.0,0.0,0.009,0.0,0.123,0.126,0.0,0.0,0.0,0.237,0.0,0.015,0.088,0.0,0.0,0.325,0.0,0.0,0.0,0.0
182,213,0.6583518930957684,0.23518930957683742,0.09443207126948774,0.012026726057906459,2.2449999999999997,2.73,6.13,0.056,0.0,0.0,0.0,0.078,0.057,0.0,0.0,0.021,0.0,0.0,0.28,0.0,0.0,0.0,1.478,0.0,0.027,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0
183,214,0.23293768545994065,0.12833827893175073,0.5244807121661721,0.11424332344213649,1.348,1.2,1.62,0.044,0.202,0.086,0.0,0.269,0.059,0.117,0.0,0.008,0.0,0.039,0.173,0.0,0.0,0.0,0.197,0.0,0.074,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,215,0.8560015588464537,0.042868277474668745,0.060210444271239276,0.040919719407638354,5.132,2.94,15.09,0.0,0.063,0.0,0.0,0.073,0.141,0.0,0.098,0.0,0.0,0.032,0.0,0.0,0.0,4.393,0.0,0.0,0.016,0.194,0.0,0.122,0.0,0.0,0.0,0.0,0.0
185,216,0.34452438049560347,0.1618705035971223,0.32454036770583533,0.16906474820143885,2.502,1.6,4.0,0.0,0.008,0.286,0.0,0.242,0.207,0.0,0.241,0.008,0.643,0.061,0.164,0.0,0.244,0.0,0.219,0.0,0.013,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0
186,217,0.0,0.044876886417791896,0.1499205718824464,0.8052025416997617,5.035999999999999,0.0,0.0,0.0,0.047,0.282,0.0,0.056,0.137,0.0,0.0,0.005,0.0,0.228,0.144,0.0,0.335,0.0,0.0,0.0,0.009,0.528,0.0,0.082,0.51,2.336,0.0,0.207,0.13
187,218,0.0,0.42652329749103934,0.5663082437275985,0.007168458781362006,0.279,0.0,0.0,0.022,0.047,0.084,0.0,0.0,0.0,0.0,0.108,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,219,0.0,0.43975903614457834,0.5602409638554218,0.0,0.16599999999999998,0.0,0.0,0.0,0.032,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,220,0.0,0.7905405405405406,0.20945945945945946,0.0,0.296,0.0,0.0,0.008,0.0,0.028,0.0,0.026,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,221,0.0,0.1822784810126582,0.34177215189873417,0.4759493670886076,0.395,0.0,0.0,0.0,0.0,0.088,0.0,0.035,0.012,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.011,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,222,0.0,0.0,1.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,223,0.23008849557522126,0.06194690265486726,0.21715452688904016,0.49081007488087136,1.4689999999999999,0.92,1.35,0.0,0.045,0.0,0.006,0.15,0.118,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.389,0.338,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.236,0.0,0.0
193,224,0.5345545378850958,0.0,0.13738551207327226,0.32805995004163196,1.201,1.9,2.28,0.0,0.0,0.13,0.0,0.004,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.642,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,225,0.9373219373219375,0.0,0.016144349477682816,0.046533713200379884,1.053,2.97,3.13,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.413,0.0,0.007,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,226,0.0,0.018638573743922204,0.45137763371150724,0.5299837925445705,1.234,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.123,0.0,0.023,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.446,0.164,0.0,0.0
196,227,0.0,0.8076923076923077,0.19230769230769232,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.008,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,228,0.0,0.5236907730673317,0.256857855361596,0.21945137157107233,0.401,0.0,0.0,0.0,0.0,0.016,0.0,0.076,0.003,0.0,0.0,0.008,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.002,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,229,0.7519344560764678,0.007282658170232135,0.08010923987255349,0.16067364588074645,2.1969999999999996,2.55,5.6,0.0,0.0,0.163,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,1.652,0.0,0.009,0.016,0.115,0.0,0.0,0.222,0.0,0.0,0.0,0.0
199,230,0.0,0.15995762711864406,0.826271186440678,0.013771186440677964,0.9440000000000001,0.0,0.0,0.0,0.058,0.321,0.0,0.021,0.0,0.0,0.109,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.042,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,231,0.5635964912280702,0.0,0.27850877192982454,0.15789473684210528,0.9119999999999999,2.25,2.05,0.004,0.06,0.112,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.302,0.212,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
201,232,0.0,0.1628883291351805,0.6158690176322418,0.22124265323257766,2.382,0.0,0.0,0.008,0.0,0.386,0.0,0.61,0.24,0.0,0.0,0.0,0.0,0.223,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.527,0.0,0.0,0.0,0.0
202,233,0.0,0.0,0.5833333333333334,0.4166666666666667,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,234,0.0,0.0625,0.8541666666666667,0.08333333333333334,0.14400000000000002,0.0,0.0,0.0,0.0,0.105,0.0,0.018,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,235,0.0,0.5964912280701754,0.33333333333333337,0.07017543859649124,0.17099999999999999,0.0,0.0,0.0,0.0,0.0,0.008,0.049,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
205,236,0.0,0.11374876360039564,0.3068743818001978,0.5793768545994066,4.044,0.0,0.0,0.002,0.066,0.524,0.0,0.558,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.46,0.244,0.513,1.368,0.0,0.0
206,237,0.0,0.42599277978339345,0.2563176895306859,0.31768953068592054,0.277,0.0,0.0,0.0,0.0,0.033,0.004,0.034,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0
207,238,0.9888781431334622,0.0,0.011121856866537718,0.0,2.068,3.12,6.45,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,239,0.920399824894207,0.0,0.0,0.07960017510579308,13.706,2.87,39.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.615,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,518,0.08893058161350843,0.22664165103189493,0.19324577861163228,0.4911819887429643,2.665,0.39,1.04,0.009,0.015,0.151,0.0,0.109,0.171,0.0,0.604,0.017,0.0,0.043,0.0,0.0,1.128,0.0,0.237,0.0,0.022,0.083,0.0,0.0,0.076,0.0,0.0,0.0,0.0
210,1001,0.91324200913242,0.0,0.0867579908675799,0.0,4.599,3.1,14.26,0.023,0.057,0.19,0.0,0.058,0.005,0.0,0.0,0.008,0.0,0.058,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1002,0.1678667383127351,0.09339065018807094,0.6117141321869963,0.12702847931219774,9.305,0.89,8.28,0.413,0.96,2.671,0.101,0.32,0.19,0.0,0.45,0.509,0.0,0.019,0.386,0.076,0.123,0.64,0.922,0.0,0.033,0.209,0.0,0.033,0.217,0.255,0.269,0.0,0.0
212,1003,0.972173144876325,0.0,0.027826855123674908,0.0,4.5280000000000005,3.12,14.13,0.0,0.048,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1004,0.039799435913506744,0.09996866186148541,0.2018176120338452,0.6584142901911627,3.191,0.16,0.51,0.0,0.09,0.548,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.035,0.0,1.014,0.127,0.0,0.0,0.006,0.0,0.0,0.284,0.0,0.627,0.0,0.454,0.0
214,1005,0.5037443834248626,0.06939590614078882,0.21467798302546182,0.21218172740888666,2.0029999999999997,2.02,4.05,0.037,0.03,0.171,0.018,0.069,0.013,0.0,0.0,0.092,0.0,0.0,0.106,0.015,0.146,0.349,0.66,0.0,0.009,0.0,0.0,0.033,0.0,0.0,0.255,0.0,0.0
215,1006,0.4198396793587174,0.0906813627254509,0.2249498997995992,0.26452905811623245,1.9960000000000002,1.72,3.43,0.035,0.216,0.032,0.025,0.036,0.086,0.0,0.0,0.019,0.033,0.0,0.181,0.0,0.0,0.805,0.0,0.0,0.0,0.393,0.0,0.0,0.0,0.0,0.135,0.0,0.0
216,1007,0.8827586206896552,0.09151193633952254,0.025729442970822282,0.0,3.77,3.08,11.61,0.0,0.062,0.0,0.0,0.032,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.0,0.0
217,1008,0.7261563651248465,0.012279983626688497,0.09578387228817027,0.16577977896029472,2.443,2.51,6.13,0.048,0.068,0.065,0.006,0.042,0.0,0.0,0.0,0.005,0.0,0.0,0.03,0.014,0.0,0.0,1.774,0.0,0.018,0.209,0.0,0.0,0.0,0.0,0.164,0.0,0.0
