,ID,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Non_combust_wt_%,Total_weight (kg),energy_kWh_per_kg,total_energy_kWh,Date,Commercial,Location,commercial,aluminium cans,steel cans,metal other,lpb,paper,pet bottles,plastic bags,flexibles/film,other plastic,glass jars,other organics,textles,ceramics,other,aluminium recyclable,cardboard,nappies,food,hdpe bottles,pp,feminine hygiene,electrical items and peripherals (incl tvs)
57,86,0.694109297374024,0.15188076650106458,0.1540099361249113,0.0,1.409,2.83,3.99,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.0,0.0,0.0,0.007,0.188,0.0,0.029,0.0,0.0,0.978,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,87,0.23584565452578438,0.5196538045438155,0.16949152542372883,0.0750090155066715,2.773,1.24,3.44,2020-11-09,0.0,Shefa Rural,0.0,0.025,0.078,0.105,0.0,0.096,0.24,0.0,0.164,0.026,0.0,0.0,0.891,0.0,0.0,0.0,0.454,0.0,0.654,0.04,0.0,0.0,0.0
59,88,0.0,0.06018107580330197,0.2582993076513403,0.6815196165453578,5.632999999999999,0.0,0.0,2020-11-09,0.0,Shefa Rural,0.0,0.017,1.694,0.0,0.0,0.154,1.168,0.0,0.176,0.076,1.69,0.0,0.185,0.438,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0
60,89,0.8218125960061443,0.0,0.0336844415185429,0.1445029624753127,9.114,2.65,24.15,2020-11-09,0.0,Shefa Rural,0.0,0.0,1.142,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.175,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.268,0.0,0.0,0.0
61,90,0.8971225857311785,0.0,0.011430823807646826,0.09144659046117462,10.148,2.83,28.72,2020-11-09,0.0,Shefa Rural,0.0,0.014,0.744,0.0,0.0,0.0,0.052,0.0,0.064,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,9.104,0.0,0.0,0.0,0.0,0.0
62,91,0.9169233365680773,0.06299312265305261,0.01763638665035231,0.002447154128517784,23.701,3.09,73.24,2020-11-09,0.0,Shefa Rural,0.0,0.027,0.0,0.0,0.0,0.126,0.266,0.0,0.152,0.0,0.0,0.0,1.367,0.0,0.031,0.0,0.0,21.732,0.0,0.0,0.0,0.0,0.0
63,92,0.3163294937566547,0.19852870002903883,0.32058851998838445,0.164553286225922,10.331,1.5,15.5,2020-11-09,0.0,Shefa Rural,0.0,0.03,0.0,0.0,0.0,0.76,0.303,0.78,1.03,0.973,0.0,1.308,0.788,0.0,1.67,0.0,0.503,1.252,0.708,0.0,0.226,0.0,0.0
64,93,0.26756897449245187,0.03709005726184279,0.09695471108797502,0.5983862571577303,7.683999999999998,0.95,7.3,2020-11-09,0.0,Shefa Rural,0.0,0.0,4.598,0.0,0.018,0.0,0.132,0.0,0.148,0.441,0.0,2.056,0.255,0.0,0.0,0.0,0.012,0.0,0.0,0.024,0.0,0.0,0.0
65,94,0.9474694525453137,0.001845767654767618,0.045885783897522986,0.004798995902395807,27.089,3.1,83.98,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.13,0.0,0.05,0.0,0.132,0.802,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666,0.0,0.0,0.0,0.0,0.0
66,95,0.23151571164510165,0.0,0.032116451016635864,0.7363678373382624,8.655999999999999,0.75,6.49,2020-11-09,0.0,Shefa Rural,0.0,0.0,5.308,0.0,0.0,0.0,0.18,0.0,0.0,0.098,1.066,2.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,96,0.8717073170731707,0.048048780487804886,0.07707317073170733,0.0031707317073170734,4.1,3.06,12.55,2020-11-09,0.0,Shefa Rural,0.0,0.013,0.0,0.0,0.0,0.0,0.05,0.0,0.047,0.219,0.0,3.574,0.161,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0
68,97,0.0,0.6678306416412048,0.09122653862941948,0.24094281972937584,2.2910000000000004,0.0,0.0,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.046,0.0,0.037,1.322,0.0,0.14,0.034,0.035,0.0,0.0,0.141,0.0,0.244,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.262
69,98,0.44831880448318806,0.07347447073474471,0.14321295143212953,0.3349937733499378,0.803,1.7,1.37,2020-11-09,0.0,Shefa Rural,0.0,0.086,0.183,0.0,0.0,0.0,0.07,0.0,0.045,0.0,0.0,0.264,0.038,0.0,0.0,0.0,0.021,0.096,0.0,0.0,0.0,0.0,0.0
70,99,0.9640062597809076,0.026604068857589987,0.009389671361502348,0.0,0.639,3.11,1.99,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.006,0.0,0.0,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,100,0.8793766444039668,0.03744181339809755,0.05504958510422992,0.02813195709370573,4.941,3.0,14.82,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.087,0.0,0.0,3.877,0.0,0.0,0.139,0.0,0.185,0.468,0.0,0.0,0.026,0.0,0.0
72,101,0.9165773490532333,0.011254019292604504,0.02697391925687746,0.04519471239728475,5.597999999999999,2.97,16.63,2020-11-09,0.0,Shefa Rural,0.0,0.049,0.204,0.0,0.033,0.0,0.086,0.0,0.038,0.027,0.0,5.116,0.012,0.0,0.0,0.0,0.018,0.015,0.0,0.0,0.0,0.0,0.0
73,102,0.8946015424164525,0.04498714652956298,0.02493573264781491,0.035475578406169675,7.78,2.99,23.26,2020-11-09,0.0,Shefa Rural,0.0,0.01,0.233,0.0,0.068,0.105,0.135,0.0,0.056,0.0,0.0,6.96,0.096,0.0,0.033,0.0,0.081,0.0,0.0,0.0,0.003,0.0,0.0
74,103,0.9415266106442576,0.030462184873949576,0.021358543417366944,0.006652661064425769,2.856,3.09,8.83,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.018,0.0,0.0,0.0,0.016,0.016,0.023,0.006,0.0,2.689,0.0,0.0,0.0,0.001,0.087,0.0,0.0,0.0,0.0,0.0,0.0
75,104,0.9405005107252298,0.0,0.0362614913176711,0.02323799795709908,3.916,3.04,11.9,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.054,0.0,0.0,0.0,0.028,0.0,0.044,0.07,0.0,3.683,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,105,0.7931298240734302,0.07565537862457408,0.0679368611362214,0.06327793616577428,14.381,2.83,40.7,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.255,0.099,0.0,0.691,0.563,0.0,0.206,0.174,0.352,11.406,0.043,0.0,0.204,0.0,0.354,0.0,0.0,0.0,0.034,0.0,0.0
77,106,0.8869964855366315,0.0788050824547175,0.024195728575290617,0.010002703433360367,7.398,3.05,22.56,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.071,0.0,0.0,0.085,0.019,0.0,0.064,0.096,0.0,6.562,0.05,0.0,0.0,0.003,0.448,0.0,0.0,0.0,0.0,0.0,0.0
78,107,0.9133395233673784,0.0263076446920458,0.04085422469823584,0.01949860724233983,12.924,3.04,39.29,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.161,0.0,0.0,0.046,0.17,0.0,0.11,0.228,0.0,11.804,0.0,0.091,0.0,0.0,0.294,0.0,0.0,0.011,0.009,0.0,0.0
79,108,0.8711406321575813,0.044571690334402204,0.05139715987173614,0.032890517636280356,21.830000000000002,2.98,65.05,2020-11-09,0.0,Shefa Rural,0.0,0.015,0.538,0.109,0.014,0.146,0.708,0.0,0.344,0.053,0.0,18.338,0.021,0.0,0.056,0.0,0.792,0.581,0.0,0.0,0.017,0.098,0.0
80,109,0.8038172141677372,0.03034195876919312,0.16388328133602495,0.0019575457270447176,16.346999999999998,2.99,48.88,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.018,0.0,0.0,0.04,2.164,0.0,0.339,0.164,0.0,13.14,0.333,0.0,0.0,0.014,0.123,0.0,0.0,0.0,0.012,0.0,0.0
81,110,0.43228148561854235,0.11547053895559901,0.1387880480312762,0.3134599273945825,7.162000000000001,1.69,12.1,2020-11-09,0.0,Shefa Rural,0.0,0.069,1.748,0.0,0.0,0.031,0.25,0.027,0.512,0.205,0.41,2.872,0.034,0.0,0.014,0.004,0.762,0.224,0.0,0.0,0.0,0.0,0.0
82,111,1.0,0.0,0.0,0.0,15.092,3.12,47.09,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.092,0.0,0.0,0.0,0.0,0.0
83,112,1.0,0.0,0.0,0.0,13.124,3.12,40.95,2020-11-09,0.0,Shefa Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.124,0.0,0.0,0.0,0.0,0.0
84,113,0.6878108724910762,0.12288606706068232,0.03399847855345544,0.15530458189478613,17.089,2.48,42.38,2020-11-14,0.0,Ifira Island,0.0,0.081,0.88,0.0,0.025,0.199,0.19,0.0,0.13,0.179,1.17,0.304,1.876,0.0,0.523,0.0,0.0,11.45,0.0,0.026,0.056,0.0,0.0
85,114,0.7221034383126265,0.03935278821149957,0.013926610806125398,0.2246171626697486,17.305000000000003,2.37,41.01,2020-11-14,0.0,Ifira Island,0.0,0.131,0.636,0.967,0.0,0.681,0.127,0.0,0.082,0.032,1.64,0.0,0.0,0.436,0.077,0.0,0.0,12.496,0.0,0.0,0.0,0.0,0.0
86,115,0.7469298576056658,0.004897159647404507,0.05077977849770211,0.19739320424922777,13.273,2.46,32.65,2020-11-14,0.0,Ifira Island,0.0,0.114,2.506,0.0,0.049,0.0,0.598,0.0,0.067,0.009,0.0,0.004,0.016,0.0,0.0,0.0,0.0,9.91,0.0,0.0,0.0,0.0,0.0
87,116,0.7059970745977571,0.058020477815699655,0.18186250609458798,0.054119941491955134,2.0509999999999997,2.73,5.6,2020-11-14,0.0,Ifira Island,0.0,0.0,0.102,0.0,0.0,0.01,0.019,0.045,0.073,0.105,0.0,0.0,0.0,0.0,0.0,0.009,0.109,1.299,0.149,0.131,0.0,0.0,0.0
88,117,0.017933198834342075,0.3073301950235373,0.2698946424568482,0.40484196368527237,4.461,0.09,0.4,2020-11-14,0.0,Ifira Island,0.0,0.01,1.56,0.135,0.0,0.0,0.08,0.449,0.123,0.383,0.0,0.08,0.968,0.0,0.101,0.0,0.403,0.0,0.0,0.169,0.0,0.0,0.0
89,118,0.7189783953096136,0.0,0.03349128584049474,0.2475303188498916,12.450999999999999,2.32,28.89,2020-11-14,0.0,Ifira Island,0.0,0.268,0.798,0.475,0.0,0.0,0.146,0.0,0.0,0.16,1.159,0.0,0.0,0.0,0.382,0.0,0.0,8.952,0.0,0.08,0.031,0.0,0.0
90,119,0.10046439628482973,0.2660990712074303,0.47708978328173374,0.1563467492260062,6.460000000000001,0.55,3.55,2020-11-14,0.0,Ifira Island,0.0,0.0,0.388,0.0,0.009,0.775,0.198,0.012,2.007,0.865,0.316,0.363,0.392,0.0,0.306,0.0,0.543,0.0,0.286,0.0,0.0,0.0,0.0
91,120,0.3790175864160097,0.01056917612405787,0.1809754829766958,0.42943775448323657,11.542999999999997,1.41,16.28,2020-11-14,0.0,Ifira Island,0.0,0.029,2.292,0.379,0.0,0.122,0.876,0.081,0.91,0.222,0.262,0.0,0.0,1.122,0.808,0.0,0.0,4.22,0.155,0.0,0.0,0.0,0.065
92,121,0.020168936390277538,0.3699362178934666,0.23013273573521806,0.37976210998103777,5.801000000000001,0.1,0.58,2020-11-14,0.0,Ifira Island,0.0,0.017,1.83,0.0,0.0,0.618,0.658,0.131,0.324,0.113,0.0,0.117,1.477,0.0,0.251,0.047,0.051,0.0,0.0,0.106,0.003,0.0,0.058
93,122,0.06437402302117379,0.0,0.14324285917294302,0.7923831178058831,7.037000000000001,0.23,1.62,2020-11-14,0.0,Ifira Island,0.0,0.346,3.842,0.0,0.0,0.0,0.814,0.006,0.024,0.164,0.751,0.09,0.0,0.0,0.0,0.0,0.0,0.363,0.0,0.0,0.0,0.0,0.637
94,126,0.31926683716965043,0.05541346973572037,0.15089514066496165,0.4744245524296675,4.691999999999999,1.2,5.63,2020-11-15,0.0,Lelepa,0.0,0.05,1.87,0.0,0.0,0.102,0.648,0.0,0.05,0.01,0.306,0.22,0.0,0.0,0.0,0.0,0.158,1.278,0.0,0.0,0.0,0.0,0.0
95,127,0.0,0.0,0.017930519237952934,0.982069480762047,5.354,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,4.672,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,128,0.3051470588235294,0.029411764705882353,0.3860294117647059,0.2794117647058823,1.088,1.35,1.47,2020-11-15,0.0,Lelepa,0.0,0.056,0.248,0.0,0.0,0.004,0.162,0.0,0.14,0.1,0.0,0.332,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.018,0.0,0.0,0.0
97,129,0.6391437308868501,0.3241590214067278,0.03669724770642202,0.0,0.6539999999999999,2.71,1.77,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.03,0.182,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0
98,130,0.845841784989858,0.04665314401622718,0.08823529411764706,0.019269776876267748,3.944,2.99,11.79,2020-11-15,0.0,Lelepa,0.0,0.0,0.076,0.0,0.088,0.07,0.232,0.0,0.066,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.582,2.754,0.0,0.042,0.0,0.0
99,131,0.0,0.045112781954887216,0.46616541353383456,0.48872180451127817,0.266,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.082,0.0,0.0,0.012,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,132,0.0,0.11363636363636365,0.8181818181818181,0.06818181818181819,0.176,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.012,0.0,0.0,0.0,0.046,0.0,0.046,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
101,133,0.8628389154704943,0.022328548644338114,0.07017543859649121,0.04465709728867623,1.254,2.94,3.69,2020-11-15,0.0,Lelepa,0.0,0.056,0.0,0.0,0.028,0.0,0.05,0.0,0.03,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082,0.0,0.0,0.0,0.0
102,134,0.7094474153297683,0.0,0.2638146167557932,0.0267379679144385,1.1219999999999999,2.8,3.14,2020-11-15,0.0,Lelepa,0.0,0.03,0.0,0.0,0.0,0.0,0.192,0.046,0.04,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.752,0.018,0.0,0.0,0.0
103,135,0.8581771720613287,0.11839863713798977,0.02342419080068143,0.0,4.696000000000001,3.06,14.37,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.044,0.066,0.0,0.0,0.508,0.0,0.0,0.0,0.028,0.0,4.03,0.0,0.0,0.0,0.0
104,136,0.0,0.0,0.17052631578947366,0.8294736842105263,0.95,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.344,0.0,0.0,0.0,0.122,0.0,0.028,0.012,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,137,0.0,0.22026431718061676,0.5770925110132159,0.2026431718061674,0.454,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.092,0.0,0.1,0.0,0.236,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,138,0.31529017857142855,0.003348214285714286,0.19977678571428573,0.48158482142857145,3.584,1.18,4.23,2020-11-15,0.0,Lelepa,0.0,0.066,0.986,0.0,0.0,0.012,0.046,0.0,0.43,0.07,0.674,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.17,0.0,0.0,0.0
107,139,0.9065915866180855,0.0,0.0091089764822789,0.08429943689963564,12.076,2.85,34.42,2020-11-15,0.0,Lelepa,0.0,0.0,0.678,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,10.948,0.0,0.0,0.0,0.0,0.0
108,140,0.0,0.1099195710455764,0.7801608579088471,0.1099195710455764,0.746,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.082,0.0,0.0,0.026,0.0,0.188,0.0,0.096,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.024,0.0,0.0
109,141,0.9453227931488801,0.007905138339920948,0.021080368906455864,0.025691699604743084,3.036,3.03,9.2,2020-11-15,0.0,Lelepa,0.0,0.0,0.078,0.0,0.0,0.024,0.024,0.0,0.03,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
110,142,0.45679012345679015,0.24074074074074076,0.14197530864197533,0.16049382716049382,0.972,1.97,1.91,2020-11-15,0.0,Lelepa,0.0,0.032,0.124,0.0,0.0,0.0,0.092,0.0,0.046,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0
111,143,0.9214145383104126,0.0,0.049115913555992145,0.029469548133595286,3.0540000000000003,3.01,9.19,2020-11-15,0.0,Lelepa,0.0,0.0,0.09,0.0,0.0,0.0,0.102,0.0,0.048,0.0,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0
112,144,0.8743480322427691,0.02038880986249407,0.017543859649122806,0.08771929824561403,4.218,2.83,11.94,2020-11-15,0.0,Lelepa,0.0,0.0,0.126,0.0,0.086,0.0,0.0,0.0,0.036,0.038,0.0,0.0,0.0,0.244,0.0,0.0,0.0,3.688,0.0,0.0,0.0,0.0,0.0
113,145,0.9725799750727047,0.0,0.02742002492729539,0.0,4.814,3.12,15.02,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.682,0.0,0.118,0.0,0.0,0.0
114,146,0.7123015873015872,0.0,0.28769841269841273,0.0,1.008,2.86,2.88,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.096,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718,0.0,0.026,0.0,0.0,0.0
115,147,0.0,0.10943396226415095,0.4490566037735849,0.4415094339622641,0.53,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.158,0.076,0.0,0.0,0.058,0.116,0.0,0.024,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,148,0.676,0.0075,0.056,0.26049999999999995,4.0,2.24,8.96,2020-11-15,0.0,Lelepa,0.0,0.0,0.69,0.0,0.03,0.0,0.09,0.036,0.08,0.018,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.214,2.49,0.0,0.0,0.0,0.0
117,149,0.4787234042553192,0.07872340425531915,0.44255319148936173,0.0,0.94,2.27,2.13,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.052,0.022,0.0,0.0,0.228,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.074,0.0,0.0,0.0
118,150,0.8767772511848342,0.0,0.014218009478672987,0.10900473933649289,0.844,2.77,2.34,2020-11-16,0.0,Lelepa,0.0,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
119,151,0.0,0.39183673469387753,0.6081632653061225,0.0,0.49,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.034,0.0,0.196,0.0,0.036,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0
120,152,0.055632823365785816,0.06397774687065369,0.35605006954102925,0.5243393602225314,1.4380000000000002,0.25,0.36,2020-11-15,0.0,Lelepa,0.0,0.0,0.016,0.0,0.0,0.006,0.0,0.0,0.494,0.018,0.738,0.08,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0
121,153,0.0,0.6111111111111112,0.38888888888888895,0.0,0.072,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.024,0.02,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,154,0.6150341685649202,0.22854973424449504,0.0926347760060744,0.06378132118451024,2.6340000000000003,2.53,6.66,2020-11-15,0.0,Lelepa,0.0,0.0,0.168,0.0,0.284,0.168,0.11,0.0,0.1,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.62,0.0,0.0,0.0,0.0
123,155,0.21428571428571427,0.11111111111111112,0.6746031746031746,0.0,0.252,1.19,0.3,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.138,0.032,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,156,0.4645760743321719,0.0,0.11033681765389083,0.4250871080139373,1.722,1.61,2.77,2020-11-15,0.0,Lelepa,0.0,0.0,0.382,0.0,0.0,0.0,0.152,0.0,0.038,0.0,0.35,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,157,0.0,0.0,0.001757469244288225,0.9982425307557118,4.552,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,4.544,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,158,0.0,0.0,0.008503401360544218,0.9914965986394558,1.176,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.144,1.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
127,159,0.0,0.22811059907834103,0.771889400921659,0.0,1.7360000000000002,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.198,0.09,0.998,0.0,0.126,0.166,0.0,0.0,0.036,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.05,0.0,0.0
128,160,0.0,0.0,0.27586206896551724,0.7241379310344828,0.232,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.168,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,161,0.9022517911975435,0.01330603889457523,0.04298874104401228,0.04145342886386899,3.908,2.97,11.61,2020-11-15,0.0,Lelepa,0.0,0.0,0.162,0.0,0.0,0.03,0.03,0.044,0.094,0.0,0.0,3.526,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0
130,162,0.8468309859154929,0.09448356807511736,0.05868544600938966,0.0,3.408,3.05,10.39,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.228,0.104,0.0,0.036,0.06,0.0,2.886,0.076,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0
131,163,0.5835294117647059,0.1388235294117647,0.2776470588235294,0.0,0.85,2.58,2.19,2020-11-15,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.174,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.496,0.0,0.0,0.0,0.0
132,164,0.06455696202531645,0.0,0.43417721518987334,0.5012658227848101,1.58,0.29,0.46,2020-11-15,0.0,Lelepa,0.0,0.0,0.736,0.0,0.0,0.0,0.0,0.0,0.438,0.248,0.0,0.102,0.0,0.0,0.026,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,165,0.0,0.0,0.3181818181818182,0.6818181818181819,0.792,0.0,0.0,2020-11-15,0.0,Lelepa,0.0,0.0,0.54,0.0,0.0,0.0,0.216,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,166,0.0,0.13216957605985036,0.683291770573566,0.1845386533665835,1.604,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.296,0.0,0.032,0.0,0.06,0.0,0.692,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
135,167,0.0,0.514060742407199,0.41732283464566927,0.0686164229471316,1.7780000000000002,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.064,0.0,0.238,0.116,0.338,0.026,0.0,0.0,0.0,0.0,0.0,0.122,0.85,0.0,0.0,0.024,0.0,0.0,0.0
136,168,0.4761593729588504,0.0,0.20901371652514697,0.31482691051600264,3.0620000000000003,1.8,5.51,2020-11-13,0.0,Lelepa,0.0,0.0,0.626,0.0,0.0,0.0,0.536,0.0,0.086,0.018,0.338,0.0,0.0,0.0,0.0,0.0,0.0,1.458,0.0,0.0,0.0,0.0,0.0
137,169,0.6283068783068783,0.023809523809523808,0.3478835978835979,0.0,1.512,2.69,4.07,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.036,0.08,0.0,0.144,0.012,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.056,0.0,0.0
138,170,0.6175298804780877,0.0,0.1001707455890723,0.2822993739328401,7.028,2.12,14.9,2020-11-13,0.0,Lelepa,0.0,0.03,1.954,0.0,0.0,0.0,0.666,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058,3.282,0.0,0.0,0.0,0.0
139,171,1.0,0.0,0.0,0.0,0.056,3.12,0.17,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,172,0.0,0.006129597197898425,0.447460595446585,0.5464098073555167,2.284,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.768,0.0,0.0,0.014,0.278,0.198,0.504,0.042,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,173,0.9534278959810875,0.0,0.0,0.04657210401891253,8.46,2.97,25.13,2020-11-13,0.0,Lelepa,0.0,0.0,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.134,2.932,0.0,0.0,0.0,0.0
142,174,0.7507055503292569,0.16745061147695203,0.08184383819379115,0.0,2.1260000000000003,2.92,6.21,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.022,0.156,0.0,0.0,0.126,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,1.596,0.0,0.0,0.0,0.0
